,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.0,0.47,0.94,0.98,0.67,0.0,0.0,0.75,1.0,0.27
flylegacy.csv,0.41,0.68,0.98,0.18,0.67,0.36,0.19,0.8,0.37,0.56
jguard.csv,0.34,0.57,0.8,0.16,0.65,1.0,0.15,0.76,0.34,0.39
m-a-d-n-e-s-s.csv,0.53,1.0,0.85,0.23,0.81,0.14,0.29,0.77,1.0,0.42
mob-sen-plat.csv,0.25,1.0,0.63,0.12,0.37,0.39,0.19,0.77,0.26,0.38
raygina.csv,1.0,0.0,0.77,0.19,0.64,0.19,0.15,0.78,0.47,0.5
st-filteredstatistics.csv,0.49,0.71,0.78,0.14,0.64,0.39,0.22,0.98,0.37,0.39
upp-mirror.csv,0.53,0.75,0.87,0.26,1.0,0.26,0.25,0.67,0.44,0.29
wishmaster.csv,0.31,0.38,0.74,0.17,0.7,0.28,1.0,0.5,0.25,0.4
yarp.csv,0.53,1.0,0.86,0.25,0.8,0.4,0.0,1.0,0.53,1.0
