,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.0,0.42,0.25,0.91,0.12,0.0,0.0,0.08,0.08,0.12
flylegacy.csv,0.88,0.79,1.0,0.84,0.73,0.33,0.86,0.51,0.6,0.72
jguard.csv,0.6,0.39,0.63,0.59,0.64,0.97,0.64,0.67,0.96,0.56
m-a-d-n-e-s-s.csv,0.32,0.15,0.62,0.3,0.41,0.03,0.43,0.26,1.0,0.2
mob-sen-plat.csv,0.36,1.0,0.46,0.36,0.17,0.47,0.36,0.62,0.4,0.4
raygina.csv,1.0,0.0,0.57,0.41,0.33,0.2,0.36,0.46,0.56,0.4
st-filteredstatistics.csv,0.88,0.61,0.62,0.51,0.55,0.47,1.0,1.0,0.76,0.6
upp-mirror.csv,0.36,0.09,0.41,0.34,0.97,0.2,0.36,0.1,0.28,0.24
wishmaster.csv,0.16,0.15,0.22,0.37,0.22,0.3,0.93,0.05,0.08,0.08
yarp.csv,0.36,0.09,0.48,0.31,0.12,0.2,0.0,0.1,0.36,0.96
