,id,count_recall,count_precision,count_pf,cdom_score,bellwether
54,2,1,2,2,1,mclient-mume.csv
50,3,1,4,7,6,chrysalis.csv
48,4,2,7,17,16,icescrum.csv
56,5,1,6,10,9,nunit.csv
22,6,2,11,17,17,jpaul.csv
17,7,1,5,16,15,dxengine.csv
27,8,3,2,5,10,ngl.csv
25,10,1,1,1,0,atunes.csv
16,11,2,1,2,2,emftriple.csv
55,13,1,2,3,2,empyrean.csv
57,14,1,4,14,15,jgameai.csv
49,15,1,7,14,13,openmeetings.csv
19,16,1,5,5,7,empserver.csv
24,17,1,1,2,1,voms.csv
14,18,2,1,2,2,lmms.csv
26,19,4,4,7,7,ng4j.csv
13,20,1,4,13,13,gnupdate.csv
28,21,2,3,7,7,qgis.csv
58,22,6,6,7,10,kml.csv
15,27,1,3,7,6,h2database.csv
23,28,1,8,15,14,lamp.csv
18,29,1,8,15,15,ninject.csv
38,30,5,11,13,17,geogebra.csv
33,31,1,4,5,4,poormans.csv
12,33,1,7,10,9,gbif-providertoolkit.csv
11,34,1,4,6,6,wishmaster.csv
6,35,1,2,4,3,vapor.csv
32,36,1,9,14,15,customwars.csv
39,37,1,11,18,17,novembre.csv
31,38,3,4,5,6,olap-navigator.csv
40,39,2,6,12,15,zildo.csv
52,40,1,3,8,6,k3d.csv
46,41,1,6,15,14,rocrail.csv
20,42,2,2,5,5,aime.csv
30,43,1,7,11,12,ftm.csv
29,44,2,7,18,19,netatalk.csv
21,45,1,2,4,3,tolven.csv
45,46,1,2,5,4,minig.csv
53,47,1,11,18,19,ktc.csv
47,48,1,3,9,8,mptvseries.csv
51,49,2,4,6,6,cities3d.csv
3,50,1,8,11,11,jstock.csv
41,52,3,5,10,10,crisscross.csv
37,53,4,7,13,15,mia.csv
36,54,1,2,3,2,graphmak.csv
42,55,1,5,18,17,htmlunit.csv
7,56,1,3,8,8,oscarmcmaster.csv
5,57,1,8,18,17,konversation.csv
8,58,1,7,14,14,ibatisdb.csv
1,59,1,2,2,1,jmol.csv
10,60,1,8,11,13,fulguro.csv
0,61,1,6,10,9,lite.csv
35,62,1,3,6,5,bulmages.csv
43,63,1,10,18,17,emisview.csv
44,64,1,5,12,11,wxcode.csv
34,65,4,4,5,9,tzod.csv
2,66,2,5,8,8,nassp.csv
9,67,1,1,1,0,jrdf.csv
4,68,1,6,10,9,rodin-b-sharp.csv
