,0,1,2,3,4,5
guineu.csv,[0.8],[0.22],[0.8],[0.44],[0.8],[0.44]
gtad.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
rhex.csv,[0.22],[0.4],[0.2],[0.4],[0.0],[0.4]
owlib.csv,[0.56],[0.67],[0.56],[0.62],[0.55],[0.71]
ktc.csv,[0.71],[0.78],[0.69],[0.75],[0.65],[0.78]
jedit.csv,[0.67],[0.62],[0.74],[0.77],[0.5],[0.77]
net-snmp.csv,[0.57],[0.89],[0.29],[0.8],[0.8],[0.67]
encog-java.csv,[0.17],[0.0],[0.14],[0.17],[0.15],[0.29]
umber.csv,[0.5],[0.8],[0.4],[0.8],[0.4],[0.8]
jahshakafx.csv,[0.61],[0.67],[0.72],[0.69],[0.49],[0.64]
jahshaka.csv,[0.29],[0.0],[0.0],[0.0],[0.0],[0.0]
selenium.csv,[0.57],[0.4],[0.71],[0.25],[0.62],[0.25]
paintown.csv,[0.53],[0.5],[0.5],[0.5],[0.4],[0.5]
h2database.csv,[0.35],[0.5],[0.36],[0.52],[0.37],[0.5]
x4x.csv,[0.89],[0.67],[0.8],[0.5],[0.8],[0.5]
elmo.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
jmoney.csv,[0.44],[0.8],[0.67],[0.67],[0.25],[0.8]
google-collections.csv,[0.88],[0.94],[0.8],[0.94],[0.5],[0.94]
baadengine.csv,[0.84],[0.75],[0.88],[0.75],[0.9],[0.75]
raven-monitoring.csv,[0.6],[0.75],[0.44],[0.75],[0.5],[0.75]
smbopensoft.csv,[0.67],[0.76],[0.62],[0.84],[0.67],[0.84]
xharbour.csv,[0.95],[0.95],[0.95],[0.89],[0.95],[0.95]
flylinkdc.csv,[0.5],[0.46],[0.53],[0.46],[0.44],[0.33]
reactos-mirror.csv,[0.66],[0.53],[0.39],[0.53],[0.57],[0.49]
qpe.csv,[0.2],[0.32],[0.24],[0.32],[0.21],[0.32]
xbrlapi.csv,[0.67],[0.55],[0.8],[0.73],[0.8],[0.6]
prelude.csv,[0.91],[0.67],[0.29],[0.67],[0.0],[0.67]
neoengine.csv,[0.42],[0.42],[0.58],[0.35],[0.56],[0.42]
atunes.csv,[0.11],[0.25],[0.13],[0.24],[0.09],[0.24]
avifile.csv,[0.0],[1.0],[0.0],[1.0],[0.25],[1.0]
lamp.csv,[0.29],[0.0],[0.15],[0.0],[0.17],[0.0]
logicmail.csv,[0.89],[0.89],[0.8],[0.89],[0.8],[0.89]
wgs-assembler.csv,[0.25],[0.33],[0.43],[0.0],[0.43],[0.57]
plearn.csv,[0.36],[0.5],[0.4],[0.5],[0.4],[0.36]
werx.csv,[0.69],[0.98],,,,
openwbem.csv,[0.56],[0.57],[0.68],[0.57],[0.58],[0.58]
qgo.csv,[0.29],[1.0],[0.57],[1.0],[0.44],[1.0]
jaql.csv,[0.56],[0.57],[0.64],[0.61],[0.65],[0.64]
kmatplot.csv,[0.42],[0.17],[0.44],[0.2],[0.48],[0.18]
pclasses.csv,[0.57],[0.4],[0.0],[0.4],[0.4],[0.0]
agilitybook.csv,[0.14],[0.44],[0.14],[0.4],[0.15],[0.44]
triplea.csv,[0.91],[0.57],[0.89],[0.75],[0.8],[0.33]
raygina.csv,[0.5],[0.67],[0.67],[0.67],[0.6],[0.67]
owfs.csv,[0.5],[0.5],[0.57],[0.8],[0.4],[0.8]
olap-navigator.csv,[0.73],[1.0],[0.67],[1.0],[1.0],[0.92]
pokeglobal.csv,[0.6],[0.57],[0.6],[0.67],[0.67],[0.57]
nova.csv,[0.0],[0.4],[0.4],[0.67],[0.4],[0.5]
sauerbraten.csv,[0.5],[0.75],[0.67],[0.57],[0.6],[0.67]
graphmak.csv,[0.25],[0.0],[0.22],[0.0],[0.22],[0.0]
jgameai.csv,[0.4],[0.33],[0.4],[0.4],[0.4],[0.33]
gpsmid.csv,[0.6],[0.4],[0.8],[0.5],[0.5],[0.4]
empyrean.csv,[0.84],[0.82],[0.84],[0.93],[0.84],[0.82]
awemud.csv,[0.55],[0.55],[0.55],[0.44],[0.75],[0.6]
crisscross.csv,[0.5],[0.67],[0.5],[0.67],[0.43],[0.6]
re2c.csv,[0.57],[0.8],[0.5],[0.8],[0.57],[0.8]
tzod.csv,[0.6],[0.33],[0.44],[0.4],[0.8],[0.33]
octave.csv,[0.22],[0.67],[0.18],[0.33],[0.0],[0.0]
adaptagrams.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
open-media-library.csv,[0.86],[0.5],[0.77],[0.5],[0.77],[0.5]
vdsf.csv,[0.16],[0.2],[0.19],[0.19],[0.17],[0.18]
orc.csv,[0.22],[0.33],[0.25],[0.33],[0.22],[0.33]
lazarus-ccr.csv,[0.0],[0.8],[0.29],[0.8],[0.5],[0.8]
n2cms.csv,[0.0],[0.25],[0.67],[0.44],[0.47],[0.25]
forester-atv.csv,[0.83],[0.8],[0.83],[0.8],[0.92],[0.67]
mob-sen-plat.csv,[0.8],[0.57],[0.33],[0.75],[0.75],[0.57]
nh3d.csv,[0.0],[0.0],[0.0],[0.0],[0.09],[0.0]
amanda.csv,[0.8],[0.75],[0.67],[0.67],[0.74],[0.75]
