,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.36,0.06,0.0,0.15,0.0,0.68,0.24,0.0,0.0,0.34,0.74,0.0,0.63,0.23
codeblocks.csv,0.6,0.42,0.49,0.31,0.43,0.62,0.37,0.67,0.0,0.48,0.28,0.72,0.71,0.75
ctrlr.csv,0.3,0.47,0.0,0.55,0.05,0.09,0.33,0.14,0.43,0.33,0.37,0.73,0.0,0.22
dvt.csv,0.63,0.45,0.31,0.31,0.0,0.32,0.69,0.64,0.16,0.46,0.63,0.69,0.0,0.38
flylinkdc.csv,0.69,0.52,0.13,0.47,0.54,0.69,0.24,0.42,0.0,0.51,0.61,0.52,0.0,0.68
kowari.csv,0.35,0.33,0.05,0.44,0.3,0.47,0.17,0.4,0.59,0.43,0.38,0.3,0.61,0.55
ldview.csv,0.21,0.53,0.65,0.51,0.46,0.58,0.55,0.57,0.32,0.7,0.58,0.28,0.6,0.65
maidsafe-dht.csv,0.31,0.28,0.63,0.37,0.28,0.71,0.22,0.61,0.6,0.34,0.52,0.31,0.54,0.42
n2cms.csv,0.62,0.6,0.64,0.7,0.26,0.66,0.52,0.39,0.58,0.53,0.67,0.17,0.63,0.49
nuttx.csv,0.57,0.2,0.15,0.15,0.67,0.33,0.17,0.6,0.24,0.65,0.06,0.46,0.59,0.46
rtb-team.csv,0.28,0.3,0.0,0.58,0.0,0.41,0.25,0.1,0.82,0.06,0.55,0.06,0.33,0.11
super-tux.csv,0.27,0.38,0.64,0.37,0.13,0.71,0.37,0.45,0.38,0.48,0.58,0.41,0.7,0.93
vdsf.csv,0.45,0.63,0.41,0.58,0.19,0.41,0.52,0.5,0.0,0.59,0.39,0.44,0.17,0.5
xbrlapi.csv,0.19,0.72,0.0,0.43,0.0,0.25,0.28,0.09,0.31,0.28,0.47,0.12,0.16,0.01
