,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.34,0.08,0.0,0.21,0.0,0.4,0.22,0.0,0.0,0.4,0.45,0.0,0.18,0.31
codeblocks.csv,0.49,0.43,0.19,0.38,0.54,0.34,0.36,0.77,0.0,0.56,0.21,0.53,0.29,0.85
ctrlr.csv,0.23,0.52,0.0,0.48,0.07,0.07,0.23,0.2,0.32,0.34,0.26,0.55,0.0,0.31
dvt.csv,0.44,0.46,0.17,0.3,0.0,0.19,0.57,0.74,0.18,0.37,0.38,0.53,0.0,0.5
flylinkdc.csv,0.58,0.67,0.15,0.56,0.77,0.38,0.44,0.52,0.45,0.48,0.36,0.38,0.15,0.82
kowari.csv,0.41,0.37,0.06,0.4,0.39,0.34,0.19,0.5,0.44,0.53,0.35,0.4,0.31,0.69
ldview.csv,0.41,0.56,0.22,0.47,0.61,0.34,0.41,0.67,0.4,0.63,0.34,0.24,0.17,0.79
maidsafe-dht.csv,0.32,0.33,0.26,0.39,0.75,0.5,0.21,0.72,0.47,0.41,0.4,0.2,0.15,0.54
n2cms.csv,0.45,0.6,0.22,0.66,0.35,0.38,0.43,0.5,0.62,0.47,0.4,0.14,0.18,0.62
nuttx.csv,0.47,0.23,0.12,0.2,0.79,0.28,0.18,0.69,0.25,0.55,0.06,0.37,0.22,0.59
rtb-team.csv,0.34,0.39,0.0,0.52,0.0,0.36,0.28,0.14,0.77,0.09,0.4,0.08,0.11,0.17
super-tux.csv,0.41,0.39,0.22,0.37,0.78,0.41,0.33,0.82,0.38,0.56,0.34,0.38,0.26,0.95
vdsf.csv,0.35,0.69,0.26,0.55,0.72,0.31,0.44,0.82,0.45,0.49,0.35,0.32,0.07,0.88
xbrlapi.csv,0.23,0.71,0.0,0.4,0.0,0.22,0.31,0.13,0.25,0.31,0.36,0.15,0.03,0.02
