,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,10.0,4.0,1261.0,0.0,222.0,6.0,18.0,154.0,51.0,1.0,0.0,79.0,6.0,0.0
codeblocks.csv,1.0,1.0,103.0,0.0,0.0,13.0,1.0,0.0,51.0,0.0,9.0,0.0,6.0,0.0
ctrlr.csv,5.0,0.0,1261.0,6.0,0.0,10.0,21.0,5.0,1.0,0.0,0.0,1.0,84.0,0.0
dvt.csv,2.0,0.0,2.0,3.0,222.0,14.0,0.0,4.0,4.0,0.0,0.0,1.0,84.0,0.0
flylinkdc.csv,1.0,0.0,5.0,6.0,0.0,5.0,21.0,1.0,1.0,0.0,5.0,2.0,8.0,0.0
kowari.csv,3.0,1.0,1.0,3.0,0.0,10.0,1.0,0.0,5.0,0.0,2.0,2.0,5.0,0.0
ldview.csv,5.0,0.0,5.0,1.0,0.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0
maidsafe-dht.csv,4.0,2.0,5.0,5.0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0
n2cms.csv,2.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0
nuttx.csv,1.0,2.0,5.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,13.0,2.0,6.0,0.0
rtb-team.csv,0.0,0.0,1261.0,5.0,222.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0
super-tux.csv,4.0,1.0,5.0,3.0,0.0,3.0,1.0,4.0,5.0,0.0,0.0,2.0,4.0,0.0
vdsf.csv,6.0,0.0,5.0,6.0,0.0,8.0,21.0,5.0,1.0,0.0,0.0,2.0,8.0,0.0
xbrlapi.csv,6.0,0.0,1261.0,3.0,222.0,9.0,0.0,0.0,0.0,4.0,2.0,0.0,43.0,0.0
