,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.5,0.42,0.37,0.28,0.6,0.15,0.61,0.73,0.33,0.25,0.34,0.75,0.65,0.71,0.88,0.5
betoffice.csv,0.42,0.89,0.45,0.89,1.0,0.83,0.96,0.53,0.5,0.88,0.83,0.88,0.85,0.62,0.84,0.67
bionote.csv,0.42,0.26,0.05,0.2,0.0,0.09,0.13,0.69,0.17,0.12,0.0,0.75,0.23,0.53,0.23,0.56
bnetd.csv,0.92,1.0,0.89,0.28,0.7,0.21,0.65,1.0,0.64,0.25,0.23,1.0,0.65,0.99,0.87,0.78
elvishrayrenderer.csv,0.5,0.37,0.0,0.52,0.3,0.21,0.17,0.07,0.13,0.62,0.03,0.62,0.46,0.09,0.28,0.22
emisview.csv,0.33,0.0,0.15,0.2,0.1,0.23,0.04,0.13,0.25,0.0,0.2,0.62,0.27,0.08,0.25,0.0
hazelcast.csv,0.83,0.37,0.22,0.61,0.0,0.87,0.65,0.53,0.82,0.38,0.31,0.62,0.67,0.22,0.54,0.39
jitterbit.csv,1.0,0.58,0.68,0.52,0.9,0.55,0.22,0.31,0.21,0.25,0.91,0.25,0.83,0.76,0.74,0.44
jppf-project.csv,1.0,0.58,0.85,0.41,0.9,0.79,0.74,0.84,0.81,0.75,0.74,0.38,0.6,0.55,0.55,0.78
l2j.csv,0.75,0.42,0.21,0.46,0.0,0.66,0.74,0.49,0.67,0.25,0.26,0.75,0.88,0.39,0.61,0.44
megasquirtavr.csv,0.83,1.0,0.14,0.35,1.0,0.91,0.61,0.67,0.46,0.0,0.4,0.5,0.83,0.89,0.58,0.06
stajistics.csv,0.67,0.74,0.0,1.0,0.3,0.96,0.09,0.38,0.44,0.88,0.89,1.0,0.88,0.68,0.32,0.61
trackit.csv,0.42,0.21,0.34,0.41,0.1,0.42,0.43,0.02,0.44,0.62,0.89,0.12,0.08,0.01,0.28,0.56
wxlua.csv,0.25,0.89,0.81,0.87,0.6,0.25,0.52,0.04,0.37,0.62,0.97,0.62,0.52,0.68,0.16,0.72
x4x.csv,0.25,0.74,0.51,0.65,0.7,0.38,0.78,0.78,0.66,0.38,0.57,0.88,0.58,0.86,0.58,0.72
xharbour.csv,0.92,0.05,0.74,0.57,0.3,0.7,0.57,0.64,0.62,0.62,0.83,0.62,0.5,0.66,0.7,0.5
