,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.64,0.98,0.34,0.42
jlinalg.csv,1.0,0.62,0.28,0.73
qmmp.csv,0.56,0.53,0.29,0.98
yale.csv,0.76,0.58,0.97,0.41
