,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.36,0.02,0.31,0.31
jlinalg.csv,0.0,0.62,0.76,0.48
qmmp.csv,0.07,0.42,0.21,0.0
yale.csv,0.93,0.88,0.0,0.79
