,nullc.csv,superwaba.csv,sylpheed-claws.csv,flexpay.csv,bacnet.csv,pgui.csv,lufa-lib.csv,xqilla.csv,bibletime.csv
bacnet.csv,0.5,0.52,0.48,0.56,0.59,0.48,0.98,0.52,0.46
bibletime.csv,0.4,0.39,0.34,0.41,0.37,0.4,0.5,0.33,0.35
flexpay.csv,0.69,0.95,0.75,0.68,0.45,0.92,0.62,0.9,0.93
lufa-lib.csv,0.52,0.96,0.71,0.49,0.69,0.72,0.75,0.89,0.74
nullc.csv,0.52,0.44,0.45,0.41,0.69,0.46,0.69,0.39,0.44
pgui.csv,0.45,0.57,0.0,0.98,0.38,0.66,0.52,0.0,0.36
superwaba.csv,0.39,0.4,0.32,0.38,0.38,0.36,0.51,0.32,0.33
sylpheed-claws.csv,0.44,0.46,0.46,0.37,0.38,0.43,0.52,0.39,0.36
xqilla.csv,0.84,0.69,0.96,0.99,0.76,0.77,0.59,0.9,0.92
