,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.67,0.65,0.56,0.79,0.03
bdbbasic.csv,0.61,0.85,0.8,0.79,0.21
empyrean.csv,0.74,0.0,0.0,0.0,0.0
gnome-jabber.csv,0.41,0.63,0.56,0.84,0.62
nutz.csv,0.59,0.54,0.73,0.58,0.92
