,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.5,0.41,0.62,0.65,0.97
bdbbasic.csv,0.7,0.8,0.77,0.27,0.82
empyrean.csv,0.37,1.0,1.0,1.0,1.0
gnome-jabber.csv,0.73,0.67,0.56,0.71,0.43
nutz.csv,0.69,0.87,0.32,0.99,0.8
