,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.58,0.92,0.83,0.52,0.41,0.3,0.36,0.44,0.16,0.27,0.76,0.27,0.73,0.67,0.0,0.57,0.23,0.34,0.15
bulmages.csv,0.75,1.0,0.5,0.73,0.4,0.27,0.39,0.71,0.38,0.29,1.0,0.28,1.0,0.0,0.0,0.42,0.5,0.26,0.1
forester-atv.csv,0.5,0.95,0.55,0.6,0.7,0.21,0.17,0.62,0.37,0.22,0.85,1.0,1.0,0.45,0.0,1.0,0.0,0.35,0.0
google-collections.csv,0.49,1.0,0.49,0.47,0.39,0.33,0.12,0.63,0.12,0.21,0.82,0.21,0.75,0.48,0.08,0.43,0.29,0.25,0.06
hannosset.csv,0.58,0.98,0.39,0.31,0.56,0.31,0.0,0.77,0.09,0.33,0.89,0.16,0.87,0.33,0.21,0.37,0.3,0.2,0.05
jbpm.csv,1.0,0.0,0.0,0.6,0.41,1.0,0.32,1.0,0.43,0.0,1.0,0.0,0.83,0.0,0.0,0.0,0.0,0.6,0.12
mevenide.csv,0.83,1.0,0.5,0.75,0.64,0.5,0.38,1.0,0.39,0.5,1.0,0.43,1.0,0.47,0.0,0.4,0.0,0.56,0.1
nassp.csv,0.77,1.0,1.0,0.5,0.69,0.7,0.34,0.8,0.04,0.47,1.0,0.33,0.69,0.5,0.08,0.42,0.43,0.67,0.0
open-media-library.csv,0.57,0.78,0.49,0.68,0.49,0.35,0.15,0.71,0.14,0.29,0.89,0.26,0.77,0.49,0.02,0.58,0.23,0.28,0.27
opendvr.csv,0.44,1.0,0.5,0.45,0.47,0.44,0.09,0.6,0.25,0.25,0.89,0.24,0.78,0.54,0.12,0.41,0.53,0.24,0.06
openefm.csv,0.5,1.0,0.54,0.57,0.28,0.56,0.07,0.61,0.13,0.25,0.87,0.2,0.83,0.5,0.1,0.32,0.31,0.28,0.04
oppna-program-hsatools.csv,0.72,1.0,0.48,0.58,0.44,0.37,0.11,0.52,0.17,0.22,0.98,0.25,0.75,0.44,0.21,0.51,0.42,0.25,0.02
paintown.csv,0.75,0.97,0.49,0.46,0.39,0.32,0.19,0.59,0.12,0.22,0.84,0.22,0.75,0.48,0.1,0.43,0.21,0.25,0.02
projectfactory.csv,0.49,0.92,0.52,0.58,0.57,0.46,0.15,0.67,0.22,0.31,0.91,0.27,0.91,0.57,0.0,0.75,0.23,0.28,0.14
smbopensoft.csv,0.41,0.97,0.77,0.45,0.45,0.37,0.09,0.67,0.14,0.23,0.62,0.17,0.75,0.61,0.08,0.33,0.31,0.5,0.06
st-filteredstatistics.csv,0.66,1.0,0.49,0.47,0.31,0.36,0.12,0.65,0.12,0.24,0.96,0.2,0.94,0.47,0.08,0.48,0.33,0.25,0.07
thedata.csv,0.53,0.97,0.48,0.54,0.51,0.28,0.1,0.64,0.07,0.24,0.78,0.26,0.74,0.49,0.08,0.56,0.29,0.18,0.8
trackit.csv,0.33,1.0,1.0,0.31,0.33,0.22,0.11,0.78,0.0,0.0,0.59,0.14,0.8,0.0,0.06,0.35,0.29,0.0,0.1
wxstudio.csv,0.38,1.0,0.5,0.34,0.31,0.5,0.07,0.53,0.38,0.06,0.8,0.24,0.5,0.4,0.12,0.71,0.4,0.11,0.06
