,f1,g,recall,precision,pf,wins
badtrinitycore.csv,0.32,0.38,0.34,0.41,0.34,7
bulmages.csv,0.34,0.29,0.25,0.4,0.07,8
forester-atv.csv,0.19,0.14,0.12,0.5,0.11,3
google-collections.csv,0.56,0.0,1.0,0.39,1.0,5
hannosset.csv,0.32,0.29,0.25,0.33,0.3,4
jbpm.csv,0.05,0.04,0.03,0.32,0.0,0
mevenide.csv,0.33,0.28,0.24,0.5,0.07,11
nassp.csv,0.24,0.21,0.18,0.5,0.08,6
open-media-library.csv,0.42,0.6,0.69,0.49,0.5,18
opendvr.csv,0.48,0.56,0.58,0.44,0.46,17
openefm.csv,0.43,0.51,0.62,0.32,0.52,12
oppna-program-hsatools.csv,0.43,0.54,0.64,0.44,0.48,16
paintown.csv,0.51,0.3,0.83,0.39,0.78,9
projectfactory.csv,0.36,0.49,0.45,0.49,0.33,14
smbopensoft.csv,0.47,0.44,0.66,0.41,0.7,10
st-filteredstatistics.csv,0.49,0.52,0.79,0.36,0.7,13
thedata.csv,0.61,0.46,0.73,0.49,0.74,15
trackit.csv,0.18,0.17,0.14,0.29,0.24,1
wxstudio.csv,0.21,0.25,0.22,0.38,0.22,2
