,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,1.0,1.0,1.0,0.0,1.0,6.0,0.0,5.0,8.0,7.0,2.0,2.0,2.0,0.0,74.0,3.0,3.0,1.0,6.0
bulmages.csv,2.0,0.0,1.0,0.0,2.0,0.0,5.0,2.0,1.0,4.0,0.0,6.0,0.0,81.0,74.0,2.0,0.0,0.0,6.0
forester-atv.csv,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,74.0,0.0,74.0,3.0,65.0
google-collections.csv,3.0,0.0,1.0,4.0,3.0,1.0,9.0,2.0,1.0,18.0,2.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,10.0
hannosset.csv,1.0,0.0,2.0,7.0,2.0,6.0,405.0,1.0,24.0,4.0,0.0,3.0,1.0,2.0,7.0,0.0,0.0,4.0,21.0
jbpm.csv,0.0,81.0,199.0,0.0,3.0,0.0,10.0,0.0,0.0,57.0,0.0,100.0,1.0,81.0,74.0,85.0,74.0,1.0,7.0
mevenide.csv,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,7.0,2.0,0.0,2.0,0.0,2.0,74.0,3.0,74.0,1.0,9.0
nassp.csv,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,12.0,4.0,0.0,3.0,2.0,0.0,6.0,1.0,4.0,0.0,65.0
open-media-library.csv,3.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,1.0,3.0,1.0,4.0,0.0,1.0,3.0,1.0,7.0,0.0,0.0
opendvr.csv,6.0,0.0,1.0,2.0,1.0,1.0,7.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,7.0,16.0
openefm.csv,5.0,0.0,0.0,0.0,6.0,0.0,6.0,2.0,5.0,10.0,2.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,10.0
oppna-program-hsatools.csv,2.0,0.0,1.0,0.0,2.0,3.0,39.0,2.0,29.0,20.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,46.0
paintown.csv,1.0,0.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,19.0,2.0,11.0,0.0,1.0,0.0,8.0,9.0,0.0,44.0
projectfactory.csv,7.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,5.0,6.0,0.0,7.0,0.0,0.0,74.0,1.0,0.0,3.0,1.0
smbopensoft.csv,3.0,0.0,0.0,4.0,4.0,0.0,8.0,0.0,0.0,12.0,2.0,0.0,0.0,1.0,19.0,0.0,0.0,1.0,6.0
st-filteredstatistics.csv,5.0,0.0,1.0,3.0,10.0,4.0,62.0,1.0,54.0,16.0,0.0,15.0,0.0,1.0,18.0,2.0,0.0,0.0,6.0
thedata.csv,1.0,0.0,1.0,2.0,3.0,12.0,48.0,1.0,1.0,11.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,6.0,0.0
trackit.csv,3.0,0.0,0.0,1.0,1.0,8.0,7.0,0.0,431.0,57.0,1.0,0.0,0.0,81.0,18.0,0.0,0.0,116.0,9.0
wxstudio.csv,1.0,0.0,3.0,5.0,1.0,3.0,6.0,4.0,2.0,16.0,2.0,1.0,2.0,1.0,7.0,1.0,0.0,6.0,5.0
