,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.25,0.47,0.47,0.18,0.37,0.26,0.51,0.59,0.01,0.22,0.22
google-gears.csv,0.67,0.76,0.55,0.3,0.85,0.21,0.76,0.03,0.48,0.38,0.69
grafx2.csv,0.24,0.0,0.26,0.34,0.26,0.3,0.24,0.46,0.48,0.21,0.22
kmess.csv,0.36,0.21,0.24,0.44,0.46,0.24,0.0,0.27,0.39,0.57,0.47
megameknet.csv,0.43,0.5,0.42,0.33,0.6,0.0,0.65,0.68,0.59,0.16,0.59
minig.csv,0.44,0.45,0.29,0.0,0.28,0.21,0.44,0.51,0.21,0.22,0.59
ns-3.csv,0.0,0.92,0.56,0.43,0.49,0.33,0.16,0.57,0.44,0.65,0.53
omseek.csv,0.12,0.87,0.55,0.78,0.0,0.3,0.2,0.05,0.51,0.71,0.12
quickfast.csv,0.51,0.66,0.89,0.27,0.49,0.34,0.53,0.27,0.35,0.27,0.0
sylpheed-claws.csv,0.36,0.16,0.0,0.46,0.35,0.31,0.27,0.27,0.32,0.31,0.22
xamj.csv,0.31,0.13,0.3,0.42,0.33,0.52,0.18,0.27,0.65,0.0,0.19
