,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,1175.5,99.0,198.0,98.5,374.5,95.5,184.0,1633.0,701.5,195.0,291.5,1181.5,588.0,197.0,488.0,197.0,1085.5,1225.5,98.5,646.0
cme.csv,0.0,773.0,0.0,40.5,0.0,0.0,113.0,19.5,0.0,34.5,53.5,418.0,0.0,0.0,0.0,0.0,293.5,139.0,23.5,68.5
free-evolution.csv,388.5,99.0,198.0,92.5,98.5,294.0,97.5,2930.0,466.5,195.0,99.0,394.0,193.0,179.5,585.5,385.0,987.5,371.0,98.5,1505.0
gtad.csv,93.5,99.0,7337.5,46.5,98.5,292.0,69.5,583.5,1188.5,96.5,384.5,95.5,91.5,191.0,94.5,98.5,197.5,484.0,90.5,611.0
gusanos.csv,383.0,91.5,99.0,98.5,98.5,95.5,184.0,722.5,746.0,94.5,489.0,392.5,190.5,197.0,192.5,295.5,592.5,649.5,98.5,911.5
kaffeine.csv,383.0,92.5,7682.0,98.5,197.5,193.0,184.0,1838.0,664.5,94.5,586.5,884.5,291.0,464.5,290.0,295.5,987.0,1226.5,98.5,1251.5
lcfizvtop.csv,580.5,284.5,7083.5,98.5,98.5,95.5,184.0,1137.0,557.0,94.5,489.0,293.0,91.5,269.5,585.5,288.5,593.0,1116.0,98.5,805.0
m-a-d-n-e-s-s.csv,149.0,99.0,198.0,46.5,98.5,95.5,89.5,2555.5,279.5,176.0,573.5,96.5,94.5,150.0,94.5,295.5,296.0,546.5,86.5,546.5
m-m-m.csv,93.5,574.0,99.0,88.5,197.5,294.0,97.5,3069.5,857.5,195.0,586.5,1182.5,392.0,368.0,94.5,295.5,1925.0,356.0,98.5,1864.0
mediaportal.csv,353.5,99.0,198.0,30.5,98.5,776.5,184.0,3807.0,367.0,86.5,293.0,195.5,91.5,332.0,94.5,190.0,772.0,24.5,98.5,530.0
mvnforum.csv,2013.5,99.0,198.0,176.0,1023.5,294.0,97.5,2711.0,474.5,86.5,4554.5,787.5,490.5,385.0,488.0,433.5,3508.0,269.5,98.5,348.0
myfaces.csv,93.5,99.0,17407.5,46.5,98.5,294.0,184.0,2686.0,381.0,195.0,388.5,491.5,193.0,269.5,94.5,295.5,1086.0,717.5,93.5,1400.5
nh3d.csv,678.0,99.0,99.0,98.5,197.5,294.0,97.5,4002.5,857.5,195.0,99.0,97.5,588.0,197.0,585.5,295.5,0.0,1315.0,98.5,1505.0
ogrehg.csv,93.5,99.0,198.0,46.5,197.5,294.0,97.5,3622.0,569.0,195.0,99.0,97.5,391.0,714.0,94.5,295.5,1058.5,177.0,188.0,1877.0
pnotepad.csv,93.5,99.0,11175.5,98.5,98.5,196.5,97.5,3801.0,473.5,94.5,99.0,489.5,94.5,366.0,585.5,295.5,987.0,1127.5,98.5,1505.0
pydev.csv,356.5,99.0,10339.0,96.5,197.5,294.0,97.5,1848.0,479.5,195.0,580.0,96.5,489.0,269.5,94.5,190.0,494.5,366.0,90.5,1244.5
sarasvati.csv,1024.5,93.5,8957.0,84.5,289.0,362.0,184.0,1606.5,762.0,86.5,390.0,191.0,195.5,269.5,94.5,288.5,1349.5,177.0,93.5,805.5
taokgame.csv,287.5,79.5,0.0,42.5,658.0,194.5,88.5,106.0,288.5,185.0,388.0,97.5,76.5,181.5,75.5,377.0,98.5,75.5,75.5,845.5
tokratan.csv,93.5,99.0,198.0,81.5,192.0,294.0,97.5,3660.0,383.0,94.5,291.5,589.5,390.5,269.5,191.0,295.5,987.5,554.5,98.5,1147.0
wgs-assembler.csv,482.0,99.0,198.0,46.5,197.5,479.0,88.5,2954.0,565.0,193.0,1150.5,195.0,95.5,692.0,94.5,295.5,296.5,499.0,93.5,1664.0
