,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.62,0.57,0.63,0.63,0.44,0.35,0.49,0.7,0.55,0.46,0.68,0.59,0.72,0.27,0.55
bl-toolkit.csv,0.56,0.47,0.57,0.34,0.33,0.76,0.42,0.45,0.26,0.38,0.58,0.67,0.46,0.13,0.44
bochs.csv,0.56,0.76,0.65,0.54,0.65,0.81,0.24,0.78,0.44,0.42,0.62,0.63,0.67,0.07,0.58
emeraldemu.csv,0.48,0.45,0.62,0.66,0.57,0.26,0.29,0.65,0.55,0.45,0.6,0.56,0.66,0.04,0.19
fbmanager.csv,0.76,0.79,0.64,0.47,0.59,0.74,0.41,0.79,0.32,0.47,0.35,0.45,0.7,0.1,0.41
modellus.csv,0.24,0.47,0.59,0.47,0.53,0.7,0.53,0.58,0.47,0.44,0.5,0.78,0.72,0.11,0.58
openmalaria.csv,0.68,0.73,0.65,0.52,0.48,0.77,0.56,0.82,0.49,0.48,0.72,0.7,0.71,0.1,0.64
pi-qmc.csv,0.59,0.61,0.57,0.29,0.37,0.66,0.44,0.82,0.32,0.48,0.45,0.65,0.66,0.11,0.72
plplot.csv,0.36,0.63,0.37,0.43,0.4,0.56,0.47,0.46,0.36,0.65,0.52,0.61,0.7,0.04,0.27
powerfolder.csv,0.61,0.46,0.56,0.54,0.32,0.32,0.39,0.8,0.48,0.24,0.64,0.55,0.66,0.48,0.71
psycle.csv,0.66,0.71,0.62,0.55,0.65,0.78,0.49,0.81,0.41,0.49,0.71,0.72,0.73,0.09,0.6
qgis.csv,0.59,0.64,0.65,0.59,0.61,0.39,0.0,0.76,0.57,0.45,0.57,0.41,0.7,0.07,0.52
sbml.csv,0.68,0.7,0.61,0.5,0.5,0.75,0.48,0.79,0.35,0.43,0.63,0.67,0.69,0.07,0.45
unimrcp.csv,0.46,0.66,0.48,0.51,0.31,0.26,0.59,0.56,0.41,0.39,0.61,0.71,0.65,0.04,0.59
wow-qrsk.csv,0.11,0.38,0.6,0.56,0.62,0.83,0.4,0.14,0.57,0.5,0.28,0.57,0.18,0.28,0.0
