,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.75,0.9,0.76,0.59,0.67,0.63,0.55,0.82,0.49,0.5,0.81,0.68,0.74,0.16,0.82
bl-toolkit.csv,0.46,0.54,0.45,0.24,0.35,0.87,0.27,0.54,0.16,0.25,0.44,0.54,0.5,0.07,0.28
bochs.csv,0.53,0.67,0.49,0.38,0.59,0.72,0.67,0.77,0.29,0.27,0.48,0.58,0.64,0.04,0.46
emeraldemu.csv,0.75,0.83,0.7,0.64,0.58,0.67,0.71,0.93,0.45,0.7,0.56,0.57,0.79,0.02,0.33
fbmanager.csv,0.83,0.66,0.56,0.31,0.42,0.72,0.3,0.73,0.19,0.33,0.55,0.77,0.55,0.05,0.58
modellus.csv,0.71,0.82,0.68,0.38,0.71,0.88,0.48,0.87,0.35,0.42,0.65,0.8,0.71,0.06,0.54
openmalaria.csv,0.64,0.82,0.57,0.36,0.55,0.74,0.45,0.84,0.37,0.39,0.73,0.57,0.64,0.05,0.6
pi-qmc.csv,0.5,0.74,0.49,0.24,0.41,0.68,0.28,0.74,0.23,0.41,0.5,0.67,0.62,0.06,0.64
plplot.csv,0.8,0.75,0.55,0.38,0.56,0.84,0.33,0.96,0.23,0.64,0.52,0.56,0.64,0.02,0.2
powerfolder.csv,0.62,0.86,0.59,0.45,0.59,0.83,0.47,0.84,0.38,0.31,0.73,0.47,0.67,0.31,0.7
psycle.csv,0.67,0.82,0.51,0.4,0.58,0.78,0.34,0.75,0.26,0.35,0.6,0.66,0.6,0.05,0.56
qgis.csv,0.63,0.78,0.69,0.52,0.48,0.64,0.0,0.81,0.52,0.33,0.49,0.6,0.64,0.04,0.55
sbml.csv,0.68,0.74,0.53,0.35,0.55,0.78,0.32,0.89,0.22,0.32,0.52,0.55,0.69,0.04,0.3
unimrcp.csv,0.79,0.8,0.65,0.59,0.56,0.73,0.47,0.97,0.31,0.6,0.83,0.64,0.67,0.02,0.63
wow-qrsk.csv,0.67,0.91,0.59,0.5,0.62,0.81,0.62,0.75,0.44,0.6,0.5,0.73,0.69,0.17,0.0
