,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.6,0.08,0.41,0.19,0.4,0.13,0.82,0.27,0.28,0.28,0.47,0.27,0.78
bscwweasel.csv,1.0,0.0,0.38,0.31,0.58,0.19,0.76,0.27,0.35,0.43,0.36,0.54,0.82
capcode.csv,1.0,0.14,0.25,0.15,0.33,0.31,0.77,0.42,0.37,0.34,0.39,0.33,0.76
emite.csv,0.56,0.08,0.36,0.12,0.43,0.06,0.8,0.34,0.44,0.31,0.59,0.28,0.72
geogebra.csv,1.0,0.15,0.58,0.22,0.36,0.21,0.69,0.33,0.39,0.37,0.6,0.43,0.92
hibernate.csv,0.48,0.33,0.23,0.13,0.39,0.14,0.7,0.35,0.23,0.42,0.44,0.35,0.71
lamp.csv,0.48,0.24,0.42,0.15,0.32,0.14,0.72,0.37,0.29,0.35,0.38,0.24,0.68
nodal.csv,1.0,0.15,0.41,0.15,0.19,0.24,1.0,0.38,0.52,0.4,0.4,0.31,0.9
retromenu.csv,0.92,0.16,0.41,0.16,0.57,0.14,0.77,0.15,0.37,0.41,0.54,0.36,0.97
smbopensoft.csv,0.79,0.1,0.23,0.12,0.28,0.18,0.76,0.24,0.42,0.28,0.45,0.22,0.87
stuproa-cims.csv,0.0,1.0,0.42,0.28,0.39,0.0,0.67,0.54,0.24,0.53,0.53,0.38,0.77
thout.csv,0.56,0.09,0.43,0.36,0.33,0.16,0.76,0.26,0.28,0.27,0.4,0.21,0.77
uface.csv,0.49,0.1,0.22,0.19,0.4,0.18,0.73,0.28,0.29,0.35,0.5,0.27,0.98
