,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.23,0.05,1.0,0.53,0.12,0.15,0.12,0.36,0.16,0.21,0.2
arsenal-1.csv,0.49,0.97,0.5,0.66,0.26,0.59,0.33,0.54,0.48,0.33,0.48
barracudamvc.csv,1.0,0.58,0.5,0.64,0.45,0.33,0.46,0.55,0.33,0.44,0.35
cascading.csv,0.45,0.26,0.59,0.62,0.17,0.37,0.34,0.41,0.99,0.46,0.63
emisview.csv,0.11,0.05,0.46,1.0,0.09,0.18,0.12,0.16,0.11,0.13,0.17
jitterbit.csv,0.46,0.44,0.72,0.5,0.24,0.95,0.34,0.39,0.12,0.19,0.32
jppf-project.csv,0.0,0.24,0.47,0.24,0.0,0.13,0.2,0.97,0.39,0.27,0.09
mevenide.csv,0.37,0.53,0.4,0.4,0.06,0.6,0.0,0.3,0.12,0.1,0.98
mycila.csv,0.15,0.25,0.0,0.0,0.28,0.12,0.92,0.06,0.0,0.15,0.0
ontopia.csv,0.22,0.05,0.51,0.42,0.5,0.41,0.24,0.09,0.57,1.0,0.46
trackit.csv,0.49,0.52,0.45,0.39,0.98,0.47,0.42,0.47,0.38,0.38,0.56
