,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.4,0.45,0.44,0.44
jajuk.csv,0.38,0.38,0.34,0.3
vapor.csv,0.39,0.52,0.54,0.75
zorannt.csv,0.49,0.5,0.64,0.92
