,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.2,0.25,0.66,0.27
img-browse-sort.csv,0.69,0.64,0.47,0.83
pcsx2.csv,0.67,0.73,0.53,0.61
xstore.csv,0.69,0.66,0.51,0.64
