,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.07,0.0,0.51,0.67,0.47,0.0,0.48,0.71,0.74,0.58,0.38,0.62,0.69,0.51,0.54,0.74,0.67,0.58,0.48,0.61
bibletime.csv,0.65,0.62,0.42,0.63,0.63,0.63,0.6,0.61,0.53,0.61,0.71,0.61,0.75,0.36,0.68,0.68,0.63,0.57,0.49,0.3
critterding.csv,0.55,0.66,0.09,0.47,0.56,0.52,0.32,0.55,0.71,0.44,0.47,0.66,0.54,0.49,0.13,0.27,0.49,0.52,0.61,0.52
etics.csv,0.31,0.49,0.71,0.29,0.45,0.6,0.18,0.38,0.51,0.3,0.47,0.4,0.77,0.41,0.37,0.58,0.19,0.29,0.64,0.66
fmri-dmt.csv,0.55,0.47,0.47,0.46,0.5,0.21,0.28,0.47,0.49,0.29,0.42,0.25,0.33,0.2,0.96,0.4,0.44,0.47,0.28,0.34
genecys.csv,0.6,0.6,0.45,0.53,0.51,0.54,0.57,0.62,0.75,0.68,0.42,0.37,0.42,0.44,0.43,0.52,0.43,0.59,0.54,0.34
genoviz.csv,0.07,0.34,0.27,0.23,0.27,0.41,0.12,0.19,0.39,0.33,0.41,0.28,0.52,0.25,0.2,0.31,0.15,0.23,0.99,0.32
kftpgrabber.csv,0.04,0.54,0.36,0.32,0.38,0.6,0.12,0.31,0.02,0.57,0.58,0.4,0.85,0.52,0.35,0.71,0.44,0.47,0.92,0.27
kvs.csv,0.28,0.28,0.57,0.41,0.1,0.22,0.72,0.31,0.02,0.38,0.48,0.38,0.2,0.53,0.36,0.23,0.32,0.07,0.68,0.44
mcore3d.csv,0.01,0.41,0.0,0.39,0.68,0.65,0.68,0.46,0.69,0.66,0.62,0.48,0.64,0.75,0.59,0.46,0.51,0.57,0.56,0.65
miranda.csv,0.0,0.0,0.35,0.46,0.33,0.0,0.43,0.55,0.65,0.69,0.07,0.41,0.59,0.0,0.2,0.56,0.68,0.57,0.22,0.73
modplug.csv,0.37,0.53,0.09,0.47,0.44,0.42,0.56,0.59,0.38,0.55,0.48,0.79,0.47,0.36,0.39,0.27,0.52,0.51,0.17,0.05
monetdb.csv,0.32,0.28,0.18,0.38,0.58,0.34,0.0,0.2,0.52,0.65,0.53,0.45,0.75,0.41,0.2,0.2,0.53,0.6,0.78,0.52
netatalk.csv,0.44,0.39,0.09,0.6,0.62,0.55,0.17,0.57,0.74,0.59,0.58,0.51,0.61,0.65,0.3,0.69,0.63,0.63,0.32,0.35
ogrehg.csv,0.44,0.64,0.62,0.48,0.66,0.74,0.23,0.67,0.75,0.69,0.78,0.56,0.68,0.53,0.68,0.59,0.45,0.44,0.67,0.64
passwordsafe.csv,0.53,0.56,0.21,0.62,0.6,0.62,0.37,0.71,0.73,0.72,0.74,0.76,0.52,0.54,0.45,0.73,0.73,0.66,0.75,0.59
projecteqemu.csv,0.65,0.43,0.69,0.42,0.53,0.74,0.12,0.59,0.55,0.61,0.73,0.58,0.69,0.66,0.82,0.6,0.6,0.47,0.49,0.64
reactos-mirror.csv,0.63,0.68,0.27,0.58,0.59,0.73,0.49,0.6,0.71,0.72,0.72,0.71,0.75,0.0,0.59,0.65,0.66,0.64,0.59,0.05
xbplayer.csv,0.33,0.45,0.43,0.51,0.41,0.7,0.29,0.5,0.61,0.59,0.61,0.57,0.74,0.4,0.65,0.53,0.4,0.54,0.84,0.64
xmoto.csv,0.45,0.04,0.55,0.5,0.38,0.47,0.52,0.51,0.59,0.64,0.32,0.6,0.62,0.13,0.36,0.66,0.57,0.7,0.44,0.55
