,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.8,0.76,0.73,0.1,0.73,0.81,0.94
flylegacy.csv,0.68,0.73,0.02,0.63,0.64,0.63,0.83
jguard.csv,0.71,0.86,0.7,0.77,0.74,0.0,0.82
mob-sen-plat.csv,0.91,0.0,0.9,0.85,0.86,0.65,0.73
raygina.csv,0.04,0.95,0.73,0.66,0.77,0.9,0.89
upp-mirror.csv,0.64,0.91,0.76,0.61,0.03,0.97,0.67
wishmaster.csv,0.94,0.64,0.59,0.63,0.67,0.9,0.0
