,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.4,0.88,0.73,0.9,0.44,0.7,0.21
flylegacy.csv,0.68,0.39,0.98,0.76,0.91,0.4,0.79
jguard.csv,0.6,0.24,0.4,0.34,0.36,1.0,0.64
mob-sen-plat.csv,0.52,1.0,0.62,0.43,0.42,0.73,0.43
raygina.csv,0.96,0.06,0.43,0.37,0.27,0.13,0.14
upp-mirror.csv,0.4,0.09,0.27,0.43,0.97,0.03,0.43
wishmaster.csv,0.08,0.39,0.48,0.4,0.39,0.2,1.0
