,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.52,0.83,0.5,0.7,0.31,0.69,0.88,0.25,0.07,0.84,0.11,0.9,1.0,0.75,0.6
continuum-ide.csv,0.57,0.75,0.58,0.0,0.36,0.9,0.5,0.59,0.1,0.92,0.14,0.83,1.0,0.67,0.6
fleet-simulator.csv,0.72,0.91,0.48,0.54,0.33,0.69,0.52,0.3,0.09,0.85,0.13,0.9,1.0,0.6,0.64
hydrate.csv,0.74,0.94,0.55,0.0,0.34,0.57,0.39,0.41,0.08,0.91,0.12,0.85,1.0,0.67,0.73
ivef-sdk.csv,0.67,0.92,0.51,0.68,0.31,1.0,0.27,0.18,0.06,0.92,0.0,0.87,0.0,0.52,0.0
jmri.csv,0.86,0.96,0.63,0.43,0.14,0.97,0.46,0.38,0.1,0.8,0.2,0.88,1.0,0.86,0.64
kdenlive.csv,0.78,0.92,0.53,0.56,0.39,0.43,0.46,0.34,0.09,0.78,0.15,0.9,1.0,0.68,0.72
mia.csv,0.86,0.8,0.47,0.5,0.46,1.0,0.0,0.5,0.24,0.67,0.18,1.0,1.0,0.0,1.0
ontopia.csv,0.7,0.89,0.55,0.59,0.29,0.55,0.42,0.35,0.08,0.94,0.09,0.89,0.87,0.67,0.66
opentibia.csv,0.73,0.95,0.53,0.64,0.35,1.0,0.51,0.17,0.09,0.94,0.14,1.0,0.75,0.64,0.61
runuomondains.csv,0.88,0.97,0.57,0.35,0.21,0.26,0.42,0.43,0.16,0.86,0.41,0.96,0.73,0.38,0.62
somap.csv,0.63,0.87,0.46,0.63,0.36,0.57,0.49,0.3,0.09,0.81,0.13,1.0,0.87,0.62,0.63
taverna.csv,0.9,0.92,0.54,0.4,0.67,1.0,0.59,0.0,0.27,0.81,0.2,1.0,0.85,0.59,1.0
tigermud.csv,0.57,0.86,0.45,0.66,0.38,1.0,0.19,0.28,0.06,0.83,0.12,0.94,0.85,0.72,0.68
x-ray-mule.csv,0.57,1.0,0.3,0.87,0.36,0.0,0.0,0.6,0.07,0.92,0.0,0.93,1.0,0.89,0.5
