,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.75,0.71,0.51,0.96,0.46,0.51,0.7,0.61,0.93,0.68,0.45,0.9,0.75,0.88,0.47
continuum-ide.csv,0.9,0.95,0.98,0.8,0.82,0.94,0.5,0.41,0.95,0.92,0.71,0.83,0.0,0.83,0.48
fleet-simulator.csv,0.4,0.41,0.38,0.38,0.4,0.43,0.52,0.32,0.37,0.33,0.4,0.37,0.3,0.4,0.39
hydrate.csv,0.81,0.56,0.47,0.5,0.39,0.86,0.5,0.28,0.96,0.51,0.41,0.65,0.39,0.58,0.4
ivef-sdk.csv,0.44,0.49,0.63,0.48,0.57,0.61,0.7,0.61,0.97,0.55,0.75,0.56,0.86,0.95,0.0
jmri.csv,0.49,0.54,0.54,0.57,0.61,0.79,0.49,0.38,0.44,0.93,0.8,0.52,0.89,0.86,0.71
kdenlive.csv,0.38,0.38,0.4,0.44,0.38,0.47,0.5,0.28,0.4,0.43,0.4,0.52,0.3,0.39,0.35
mia.csv,0.86,0.93,0.81,0.62,0.85,0.97,0.0,0.5,0.85,0.57,0.5,0.88,0.69,0.0,0.83
ontopia.csv,0.39,0.44,0.53,0.47,0.71,0.48,0.68,0.59,0.45,0.43,0.51,0.41,0.37,0.5,0.43
opentibia.csv,0.52,0.48,0.65,0.91,0.51,0.0,0.44,0.83,0.95,0.74,0.71,0.68,0.59,0.48,0.42
runuomondains.csv,0.47,0.5,0.48,0.59,0.52,0.42,0.55,0.39,0.63,0.47,0.71,0.54,0.6,0.54,0.5
somap.csv,0.42,0.45,0.39,0.43,0.39,0.47,0.49,0.32,0.4,0.34,0.43,0.38,0.34,0.43,0.37
taverna.csv,0.71,0.62,0.97,0.5,0.78,0.8,0.61,0.5,0.9,0.61,0.8,0.94,0.38,0.55,0.0
tigermud.csv,0.54,0.53,0.43,0.54,0.59,0.5,0.75,0.35,0.98,0.48,0.75,0.37,0.37,0.58,0.39
x-ray-mule.csv,0.86,0.86,0.98,0.67,0.72,0.0,0.8,0.8,0.93,0.85,0.0,0.67,0.71,0.89,0.5
