,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.45,0.59,0.57,0.53,0.78,0.85,0.88,0.41,0.33,0.34,0.88,0.12,0.07,0.17,0.73
continuum-ide.csv,0.34,0.18,0.12,0.0,0.15,0.42,0.03,0.76,0.11,0.16,0.5,0.07,0.02,0.11,0.45
fleet-simulator.csv,0.92,0.7,0.83,0.7,0.96,1.0,0.7,1.0,0.83,0.95,1.0,0.78,0.98,0.43,0.85
hydrate.csv,0.28,0.39,0.54,0.0,1.0,0.06,0.21,0.94,0.11,0.51,0.88,0.24,0.52,0.23,0.67
ivef-sdk.csv,0.82,0.59,0.62,1.0,0.59,1.0,0.24,0.29,0.11,0.59,0.0,0.54,0.0,0.31,0.0
jmri.csv,0.42,0.28,0.61,0.2,0.15,0.57,0.58,0.71,0.56,0.16,0.38,0.4,0.17,0.17,0.27
kdenlive.csv,0.75,0.58,0.59,0.6,0.89,0.3,0.33,0.94,1.0,0.47,1.0,0.36,0.74,0.54,0.94
mia.csv,0.08,0.14,0.17,0.13,0.22,0.43,0.0,0.06,0.61,0.26,0.5,0.22,0.3,0.0,0.18
ontopia.csv,0.87,0.95,0.51,0.67,0.19,0.54,0.24,0.35,0.67,0.78,0.62,0.46,0.83,0.46,0.7
opentibia.csv,0.45,0.73,0.45,0.23,0.48,0.01,0.91,0.06,0.11,0.38,0.5,0.26,0.44,0.91,0.67
runuomondains.csv,0.49,0.4,0.67,0.2,0.22,0.15,0.48,0.59,0.39,0.55,0.88,0.38,0.41,0.14,0.45
somap.csv,0.94,0.93,0.76,0.97,1.0,0.6,0.85,1.0,0.89,0.78,1.0,0.85,1.0,1.0,1.0
taverna.csv,0.27,0.27,0.09,0.13,0.67,0.07,0.79,0.0,0.44,0.38,0.12,0.24,0.87,0.74,0.03
tigermud.csv,0.65,0.75,0.85,0.9,0.48,0.03,0.09,0.76,0.17,0.5,0.25,0.82,0.85,0.74,0.85
x-ray-mule.csv,0.17,0.08,0.06,0.87,0.48,0.0,0.0,0.18,0.06,0.32,0.0,0.39,0.26,0.23,0.03
