,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.73,0.71,0.8,0.91,0.02,0.87,0.75,0.88,0.72,0.83,0.92,0.8
crisscross.csv,0.88,0.58,0.24,0.74,0.94,0.81,0.86,0.9,0.9,0.77,0.9,0.74
gabel.csv,0.99,1.0,1.0,0.86,1.0,0.89,0.98,0.97,0.0,1.0,1.01,1.0
jguard.csv,0.5,0.84,0.74,0.74,0.92,0.82,0.7,0.03,0.63,0.65,0.56,0.52
jitterbit.csv,0.57,0.93,0.64,0.81,0.98,0.11,0.74,0.94,0.54,0.94,0.9,0.77
mycila.csv,1.02,0.98,1.0,0.68,0.76,0.91,0.58,0.69,0.91,0.74,0.02,0.85
nova.csv,0.62,0.0,0.65,0.71,0.81,0.5,0.71,0.68,0.56,0.88,0.69,0.55
ontomorphtab.csv,1.01,0.63,0.77,0.06,0.78,0.75,0.96,0.57,0.5,0.9,0.69,0.6
tmva.csv,0.64,1.0,0.68,0.66,0.7,0.7,0.75,0.82,0.83,0.81,0.71,0.02
vienna-add-in.csv,1.0,1.0,0.99,0.71,0.8,0.53,0.03,0.7,0.69,1.0,0.77,0.47
vrjuggler.csv,0.88,0.92,0.91,0.88,0.69,0.6,0.73,0.86,1.05,0.13,0.72,0.95
wpdev.csv,0.0,0.92,0.84,1.0,0.7,0.98,0.98,0.96,0.98,1.0,0.95,0.98
