,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.86,0.77,0.93,0.85,0.42,0.84,0.57,0.93,0.83,0.92,0.62,0.83
crisscross.csv,0.64,0.62,0.94,0.7,0.8,0.99,0.93,0.88,0.64,0.92,0.67,0.91
gabel.csv,0.0,0.0,0.0,0.83,0.0,0.97,0.5,0.0,0.88,0.0,0.86,0.0
jguard.csv,0.48,0.84,0.58,0.5,0.34,0.59,0.49,0.66,0.52,0.45,0.47,0.62
jitterbit.csv,0.53,0.77,0.79,0.9,0.67,0.76,0.84,0.89,0.78,0.75,0.79,0.6
mycila.csv,0.44,0.44,0.97,0.61,0.92,0.99,0.88,0.95,0.96,0.57,0.91,0.89
nova.csv,0.45,0.69,0.74,0.55,0.83,0.69,0.39,0.55,0.44,0.7,0.48,0.48
ontomorphtab.csv,0.38,0.6,0.46,0.46,0.62,0.59,0.35,0.44,0.42,0.79,0.38,0.56
tmva.csv,0.46,0.42,0.58,0.45,0.57,0.44,0.47,0.52,0.5,0.69,0.44,0.52
vienna-add-in.csv,0.38,0.42,0.45,0.54,0.32,0.53,0.53,0.58,0.46,0.36,0.56,0.52
vrjuggler.csv,0.94,0.5,0.83,0.72,0.94,0.74,0.67,0.54,0.97,0.93,0.49,0.88
wpdev.csv,0.39,0.47,0.5,0.44,0.42,0.38,0.41,0.39,0.46,0.36,0.38,0.44
