,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.32,0.52,0.28,0.29,0.98,0.23,0.47,0.16,0.41,0.22,0.23,0.31
crisscross.csv,0.31,0.5,0.8,0.3,0.09,0.24,0.17,0.12,0.14,0.35,0.12,0.3
gabel.csv,0.01,0.0,0.0,0.17,0.0,0.13,0.02,0.04,1.0,0.0,0.0,0.0
jguard.csv,0.56,0.34,0.33,0.54,0.35,0.38,0.55,0.98,0.7,0.71,0.71,0.61
jitterbit.csv,0.49,0.26,0.43,0.24,0.02,0.91,0.33,0.09,0.54,0.07,0.23,0.29
mycila.csv,0.0,0.09,0.06,0.51,0.29,0.14,0.51,0.38,0.14,0.49,1.0,0.3
nova.csv,0.61,1.0,0.43,0.41,0.24,0.58,0.54,0.49,0.74,0.22,0.5,0.64
ontomorphtab.csv,0.0,0.43,0.58,0.97,0.35,0.38,0.31,0.6,0.77,0.14,0.69,0.49
tmva.csv,0.57,0.0,0.55,0.64,0.43,0.61,0.58,0.47,0.51,0.4,0.59,0.99
vienna-add-in.csv,0.0,0.0,0.05,0.45,0.53,0.63,0.99,0.45,0.66,0.0,0.34,0.67
vrjuggler.csv,0.15,0.1,0.12,0.43,0.37,0.57,0.54,0.44,0.0,0.9,0.61,0.06
wpdev.csv,1.0,0.39,0.47,0.0,0.58,0.09,0.09,0.17,0.09,0.0,0.21,0.09
