,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.42,0.32,0.2,0.33,0.99,0.19,0.54,0.18,0.14,0.21,0.13,0.39
crisscross.csv,0.43,0.41,0.86,0.4,0.12,0.26,0.24,0.16,0.07,0.24,0.15,0.4
gabel.csv,0.01,0.0,0.0,0.24,0.0,0.17,0.05,0.06,1.0,0.0,0.0,0.0
jguard.csv,0.67,0.21,0.27,0.61,0.72,0.26,0.62,0.98,0.19,0.43,0.4,0.69
jitterbit.csv,0.6,0.15,0.36,0.31,0.04,0.93,0.42,0.1,0.26,0.1,0.14,0.38
mycila.csv,0.9,0.35,0.04,0.57,0.39,0.14,0.59,0.41,0.06,0.29,0.95,0.38
nova.csv,0.78,1.0,0.33,0.47,0.32,0.51,0.61,0.41,0.22,0.15,0.29,0.72
ontomorphtab.csv,0.92,0.43,0.34,0.97,0.43,0.3,0.63,0.51,0.23,0.13,0.41,0.58
tmva.csv,0.74,0.37,0.28,0.72,0.51,0.42,0.75,0.38,0.17,0.23,0.32,0.99
vienna-add-in.csv,0.96,0.37,0.29,0.51,0.77,0.48,0.99,0.39,0.18,0.35,0.23,0.75
vrjuggler.csv,0.21,0.13,0.15,0.51,0.47,0.42,0.63,0.36,0.0,0.9,0.34,0.09
wpdev.csv,1.0,0.28,0.3,0.76,0.69,0.43,0.81,0.53,0.15,0.35,0.33,0.85
