,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,wxstudio.csv,simplewebservices.csv,uwom.csv
acegisecurity.csv,0.32,0.29,0.46,0.45,0.5,0.32
ppcboot.csv,0.7,0.91,0.25,1.0,0.99,0.9
simplewebservices.csv,0.76,0.98,1.0,0.82,0.36,0.95
uwom.csv,0.24,0.33,0.06,0.8,0.4,0.26
wow-qrsk.csv,0.31,0.26,0.12,0.0,0.11,0.22
wxstudio.csv,0.31,0.82,0.82,0.24,0.01,0.89
