,opentibia.csv,x-ray-mule.csv,jython.csv,unbvision.csv,galaxium.csv,power-architect.csv,ondex.csv,fleet-simulator.csv,ninject.csv
fleet-simulator.csv,0.82,0.6,1.0,1.0,0.86,0.98,1.0,0.98,0.8
galaxium.csv,0.42,0.3,0.77,0.6,0.77,0.46,0.52,0.57,0.6
jython.csv,0.51,0.97,0.91,0.7,0.6,0.61,0.82,0.0,1.0
ninject.csv,0.3,0.47,0.09,0.1,0.6,0.41,0.12,0.19,1.0
ondex.csv,0.34,0.57,0.82,0.4,0.23,0.35,0.48,0.24,0.2
opentibia.csv,0.81,0.23,0.36,0.0,0.37,0.44,0.39,0.39,0.4
power-architect.csv,1.0,0.97,1.0,0.97,1.0,0.78,0.79,0.63,0.6
unbvision.csv,0.42,0.37,0.82,0.8,0.57,0.5,0.94,0.09,1.0
x-ray-mule.csv,0.06,0.83,0.05,0.67,0.31,0.2,0.42,0.24,0.2
