,opentibia.csv,x-ray-mule.csv,jython.csv,unbvision.csv,galaxium.csv,power-architect.csv,ondex.csv,fleet-simulator.csv,ninject.csv
fleet-simulator.csv,0.45,0.44,0.26,0.49,0.39,0.34,0.32,0.3,0.47
galaxium.csv,0.39,0.35,0.24,0.4,0.49,0.44,0.45,0.42,0.61
jython.csv,0.59,0.48,0.95,0.65,0.57,0.44,0.42,0.0,0.42
ninject.csv,0.97,0.61,0.8,0.85,0.46,0.56,0.83,0.94,0.64
ondex.csv,0.52,0.52,0.26,0.79,0.95,0.64,0.66,0.77,0.92
opentibia.csv,0.47,0.91,0.97,0.5,0.6,0.53,0.77,0.66,0.88
power-architect.csv,0.44,0.45,0.26,0.49,0.35,0.43,0.36,0.5,0.46
unbvision.csv,0.41,0.36,0.67,0.49,0.45,0.39,0.32,0.8,0.56
x-ray-mule.csv,0.8,0.62,0.0,0.57,0.78,0.93,0.64,0.8,0.65
