,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.1,0.14,0.02,0.96,0.0,0.06
codeblocks.csv,0.33,0.23,1.0,0.31,0.68,0.37
dataobjectsdotnet.csv,0.32,0.33,0.3,0.17,0.41,0.98
n2cms.csv,0.98,0.22,0.22,0.22,0.01,0.35
nug.csv,0.33,1.0,0.33,0.32,0.43,0.47
uclmda.csv,0.46,0.24,0.13,0.48,1.0,0.49
