,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.15,0.16,0.03,0.98,0.0,0.1
codeblocks.csv,0.37,0.43,1.0,0.29,0.79,0.4
dataobjectsdotnet.csv,0.28,0.36,0.39,0.16,0.53,0.98
n2cms.csv,0.99,0.29,0.3,0.18,0.01,0.37
nug.csv,0.33,1.0,0.42,0.19,0.59,0.48
uclmda.csv,0.4,0.45,0.86,0.27,1.0,0.48
