,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.04,0.17,0.0,0.0,0.17,0.02
codeblocks.csv,0.18,0.94,0.0,0.91,0.17,0.25
dataobjectsdotnet.csv,0.5,0.17,0.15,0.16,0.33,0.02
n2cms.csv,0.0,0.03,0.03,0.25,0.33,0.28
nug.csv,0.31,0.0,0.54,0.45,0.5,0.31
uclmda.csv,0.59,0.94,0.97,0.71,0.0,0.72
