,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.44,0.53,0.07,0.89,0.42,1.0,0.75,1.0,0.37,0.14,0.84,0.75,0.09,0.8
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
etherboot.csv,0.5,0.12,0.06,0.67,1.0,0.36,0.7,0.61,0.27,0.67,0.85,0.57,0.17,0.33
freebios.csv,0.34,0.43,0.03,0.51,0.24,0.37,0.96,0.63,0.3,0.21,0.69,0.46,0.04,0.68
gebr.csv,0.3,0.15,0.05,0.59,0.32,0.35,0.49,0.99,0.32,0.23,0.81,0.61,0.04,0.5
gnukeda.csv,0.29,0.35,0.05,1.0,0.3,0.47,0.38,0.92,0.36,0.28,0.85,0.72,0.04,0.55
google-gears.csv,0.34,0.29,0.07,0.64,0.27,0.34,0.4,0.74,0.3,0.21,0.98,0.71,0.05,0.59
gstreamer.csv,0.33,0.26,0.03,0.71,0.28,0.32,0.53,0.75,0.34,0.24,0.8,1.0,0.03,0.55
jnode.csv,0.0,0.0,1.0,0.33,0.0,0.0,0.5,1.0,0.5,0.0,1.0,0.5,0.0,0.0
metacosm.csv,0.43,0.48,0.06,0.86,0.29,0.42,0.67,1.0,0.38,0.26,0.9,0.83,0.05,1.0
openmeetings.csv,0.47,1.0,0.07,0.52,0.4,0.47,0.6,1.0,0.42,0.29,0.77,0.58,0.1,0.71
pgui.csv,0.27,0.22,0.05,0.55,0.27,0.34,0.52,0.69,1.0,0.4,0.78,0.64,0.03,0.64
tradelink.csv,0.64,0.18,0.04,0.62,0.75,0.33,0.86,0.0,0.24,1.0,0.84,0.53,0.05,0.0
wxcrp.csv,1.0,0.14,0.05,0.73,0.25,0.46,0.5,0.81,0.35,0.34,0.87,0.71,0.03,0.54
