,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.51,0.99,0.12,0.28,0.29,0.11
jlinalg.csv,1.0,0.64,0.63,0.89,0.62,0.55
knowledge.csv,0.69,0.55,0.5,1.0,0.69,0.65
massiv.csv,0.0,0.0,0.0,0.0,0.79,0.0
playerstage.csv,0.49,0.34,0.98,0.45,0.53,0.48
ultimairis.csv,0.0,0.6,0.5,0.44,0.61,0.93
