,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.67,0.52,0.96,0.93,0.98,0.92
jlinalg.csv,0.5,0.45,0.39,0.38,0.49,0.58
knowledge.csv,0.43,0.43,0.38,0.4,0.47,0.56
massiv.csv,0.0,0.0,0.0,0.0,0.67,0.0
playerstage.csv,0.54,0.76,0.59,0.43,0.6,0.57
ultimairis.csv,0.54,0.61,0.48,0.56,0.48,0.77
