,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.91,0.29,0.88,0.27,0.55,0.2,0.38,0.41,0.8,0.3,0.71,0.28,0.18,0.28,0.42,0.5,0.3,0.77
encog-cs.csv,0.87,0.28,0.6,0.32,0.55,0.18,0.56,0.45,0.66,0.26,0.74,0.32,0.09,0.32,0.38,0.69,0.24,0.68
geochat.csv,0.69,0.22,0.38,0.17,0.55,0.21,0.5,0.35,0.95,0.18,0.66,0.32,0.14,0.2,0.55,0.42,0.38,0.81
ibatisdb.csv,1.0,0.17,0.46,0.25,0.5,0.29,0.39,0.33,0.84,0.27,0.73,0.59,0.2,0.26,0.48,0.71,0.33,1.0
inkscape.csv,0.88,0.3,0.74,0.29,0.58,0.18,0.36,0.45,0.71,0.31,0.68,0.26,0.08,0.29,0.4,0.56,0.27,0.66
jam-daq.csv,0.94,0.56,0.57,0.18,1.0,0.22,0.75,0.67,0.5,0.25,0.67,0.36,0.0,0.17,0.31,0.83,0.22,1.0
jhotdraw.csv,0.83,0.09,0.53,0.26,0.58,0.45,0.34,0.46,0.68,0.25,0.67,0.27,0.07,0.24,0.37,0.59,0.27,0.57
ninject.csv,0.8,1.0,0.46,0.25,0.57,0.11,0.38,0.38,0.69,0.31,0.76,0.39,0.45,0.24,0.37,0.62,0.23,0.74
ofbiz.csv,0.92,0.38,0.59,0.29,0.68,0.19,0.44,0.48,0.87,0.4,0.82,0.22,0.1,0.28,0.36,0.58,0.25,0.89
oorexx.csv,0.94,0.48,0.61,0.34,0.55,0.23,0.42,0.74,0.6,0.38,0.75,0.32,0.0,0.37,0.42,0.67,0.31,0.7
opentibia.csv,0.97,0.26,0.5,0.21,0.54,0.19,0.37,0.22,0.68,0.34,0.78,0.42,0.25,0.2,0.4,0.75,0.19,0.77
projectts.csv,0.93,0.38,0.58,0.26,0.62,0.19,0.41,0.33,0.81,0.22,0.71,0.25,0.15,0.26,0.39,0.68,0.3,0.94
retromenu.csv,0.92,0.61,0.33,0.29,1.0,0.3,0.45,0.67,0.7,0.38,0.83,0.35,0.33,0.25,0.42,1.0,0.0,0.97
roolo.csv,0.79,0.31,0.61,0.26,0.58,0.18,0.3,0.4,0.76,0.65,0.67,0.14,0.08,0.26,0.42,0.58,0.21,0.63
tango-cs.csv,0.95,0.38,0.67,0.33,0.59,0.23,0.44,0.54,0.71,0.33,0.78,0.35,0.21,0.32,0.54,0.71,0.26,0.9
trinitycore.csv,0.92,0.43,0.61,0.35,0.55,0.23,0.45,0.52,0.7,0.6,0.66,0.0,0.1,0.4,0.36,0.55,0.25,0.7
uface.csv,0.87,0.39,0.6,0.26,0.56,0.18,0.4,0.47,0.67,0.33,0.73,0.3,0.1,0.26,0.42,0.59,0.24,0.97
uwom-server.csv,0.94,0.63,0.69,0.37,0.55,0.24,0.5,0.59,0.71,0.6,0.64,0.16,0.15,0.36,0.45,0.57,0.19,0.83
