,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,89.5,743.0,179.0,196.5,186.0,99.0,391.0,369.0,194.0,180.0,99.0,484.5,360.0,196.5,98.5,40.5,560.0,98.5
encog-cs.csv,98.5,565.0,196.0,98.5,283.5,99.0,391.0,98.5,197.0,96.5,99.0,389.0,987.5,98.5,99.0,177.0,291.5,98.5
geochat.csv,88.5,350.0,179.0,1608.0,608.5,99.0,365.0,277.5,90.5,476.0,89.5,754.5,543.5,1685.5,99.0,225.5,188.0,98.5
ibatisdb.csv,98.5,89.5,90.5,98.5,253.5,98.5,391.0,212.5,97.5,88.5,171.0,504.0,229.5,98.5,99.0,169.0,95.5,89.5
inkscape.csv,96.5,840.5,95.5,196.5,283.5,99.0,490.0,98.5,197.0,95.5,99.0,584.0,1177.5,196.5,99.0,482.0,486.5,98.5
jam-daq.csv,94.5,179.0,70.5,194.0,91.5,99.0,271.5,96.5,84.5,281.0,96.5,93.5,213.0,194.0,77.5,86.5,579.0,98.5
jhotdraw.csv,98.5,527.0,194.0,197.5,434.5,98.5,391.5,98.5,197.0,99.0,99.0,193.0,999.5,197.5,99.0,370.0,292.5,98.5
ninject.csv,91.5,89.5,277.5,364.0,429.5,99.0,292.5,96.5,97.5,99.0,99.0,1411.0,82.5,363.0,99.0,190.0,95.5,98.5
ofbiz.csv,96.5,447.5,97.5,196.5,91.5,99.0,391.0,98.5,87.5,88.5,99.0,387.0,806.5,196.5,99.0,462.0,486.5,98.5
oorexx.csv,98.5,659.5,97.5,98.5,186.0,99.0,391.0,98.5,197.0,99.0,99.0,289.5,87.0,98.5,99.0,371.0,281.5,88.5
opentibia.csv,98.5,833.5,232.5,197.5,548.0,79.5,195.0,96.5,196.0,99.0,99.0,386.0,58.5,98.5,99.0,149.0,386.0,90.5
projectts.csv,89.5,564.0,97.5,98.5,186.0,99.0,391.0,96.5,97.5,180.0,99.0,388.0,536.0,98.5,99.0,456.5,579.0,98.5
retromenu.csv,96.5,81.5,56.5,172.0,33.5,99.0,293.5,188.0,84.5,145.0,99.0,93.5,133.0,172.0,99.0,73.5,0.0,98.5
roolo.csv,98.5,285.5,196.0,295.0,189.0,99.0,771.5,98.5,98.5,99.0,99.0,390.0,1177.5,295.0,98.5,482.0,486.5,98.5
tango-cs.csv,98.5,560.0,97.5,197.5,186.0,99.0,391.0,98.5,197.0,180.0,99.0,486.5,536.0,197.5,98.5,274.5,486.5,98.5
trinitycore.csv,89.5,146.0,95.5,295.0,189.0,99.0,248.5,96.5,197.0,99.0,99.0,1344.5,988.5,295.0,93.5,190.0,190.0,98.5
uface.csv,98.5,280.5,196.0,197.5,186.0,99.0,391.0,98.5,197.0,180.0,99.0,292.5,903.0,197.5,99.0,482.0,486.5,98.5
uwom-server.csv,98.5,89.5,93.5,196.5,189.0,99.0,180.0,185.0,191.0,99.0,99.0,290.5,619.5,196.5,98.5,289.0,486.5,98.5
