,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.4,0.22,0.39,0.39,0.53,0.61
ingex.csv,0.45,0.25,0.35,0.48,0.53,0.63
jgnash.csv,0.55,0.44,0.45,0.46,0.51,0.48
mp-rechnungs-und-kundenverwaltung.csv,0.47,0.22,0.38,0.55,0.55,0.47
openefm.csv,0.59,0.29,0.08,0.41,0.44,0.4
yarp0.csv,0.41,0.24,0.65,0.49,0.55,0.53
