,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.82,0.7,0.66,0.62,0.76,0.32
ingex.csv,0.6,0.86,0.32,0.85,0.3,0.65
jgnash.csv,0.25,0.22,0.47,0.36,0.54,0.39
mp-rechnungs-und-kundenverwaltung.csv,0.28,0.27,0.03,0.31,0.36,0.12
openefm.csv,0.28,0.44,0.24,0.49,0.26,0.23
yarp0.csv,0.67,0.23,0.18,0.82,0.64,0.65
