,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,5.0,114.0,0.0,14.0,2.0,8.0,1.0,4.0
encog-cs.csv,58.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,21.0,315.0,0.0,19.0,2.0,6.0,1.0,1.0
extprosys.csv,59.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,6.0,6.0,0.0,19.0,8.0,11.0,1.0,1.0
ibatisdb.csv,104.0,0.0,16.0,2.0,4.0,1.0,0.0,0.0,1.0,16.0,72.0,0.0,2.0,3.0,2.0,1.0,1.0
intact.csv,104.0,0.0,8.0,0.0,3.0,1.0,1.0,0.0,1.0,5.0,59.0,0.0,3.0,2.0,16.0,2.0,0.0
japano.csv,104.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,15.0,6.0,323.0,0.0,21.0,2.0,16.0,4.0,1.0
lockss.csv,8.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,2.0,4.0,0.0,1.0
ofbiz.csv,104.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,2.0,6.0,294.0,0.0,4.0,6.0,28.0,9.0,1.0
officefloor.csv,30.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,20.0,5.0,0.0,62.0,0.0,8.0,0.0,0.0
opennms.csv,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,57.0,0.0,3.0,2.0,2.0,4.0,49.0
papertoolkit.csv,104.0,0.0,12.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,294.0,0.0,1.0,1.0,7.0,1.0,0.0
rohxel.csv,32.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,161.0,0.0,62.0,2.0,7.0,2.0,0.0
sevenupdate.csv,81.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,16.0,6.0,323.0,0.0,21.0,2.0,17.0,4.0,1.0
web-cat.csv,75.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,14.0,6.0,430.0,0.0,19.0,2.0,17.0,4.0,3.0
xcf.csv,104.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,5.0,145.0,0.0,7.0,3.0,26.0,3.0,0.0
