,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,0.63,0.72,0.63,0.15,0.8,0.51,0.68,0.92,0.76,0.76,0.53,1.02,0.84,0.75,0.82,0.6,0.84
encog-cs.csv,0.65,0.58,0.91,0.89,0.89,0.92,1.0,1.01,0.45,0.74,0.93,0.3,0.7,0.62,0.68,0.64,0.66
extprosys.csv,0.67,0.85,0.42,0.65,0.91,0.83,0.74,0.84,0.79,0.94,0.5,0.54,1.05,0.87,0.74,0.8,0.74
ibatisdb.csv,1.01,0.81,0.8,0.83,0.75,0.67,0.85,0.76,0.61,0.65,0.51,0.8,0.73,0.9,0.27,0.67,0.6
intact.csv,1.13,0.61,0.72,0.57,0.62,0.46,0.79,0.71,0.58,0.81,0.57,0.62,0.48,0.56,0.83,0.58,0.79
japano.csv,1.29,1.0,0.74,0.93,0.78,0.87,1.0,0.32,0.95,0.86,0.97,0.32,0.97,0.93,0.83,0.95,0.68
lockss.csv,0.22,0.65,0.74,0.91,0.67,0.97,0.72,0.75,0.88,0.55,0.42,0.94,0.47,0.69,0.69,0.54,0.81
ofbiz.csv,1.27,0.84,0.98,0.79,0.67,0.84,0.67,0.7,0.59,0.86,0.81,0.31,0.4,0.44,0.65,0.74,0.9
officefloor.csv,0.43,0.82,0.77,0.61,0.77,0.6,0.97,0.89,0.63,0.81,0.42,1.08,1.0,0.77,0.61,0.72,0.8
opennms.csv,0.41,0.95,0.94,0.91,0.42,0.91,0.7,0.96,0.86,0.58,0.92,0.91,0.52,0.67,0.95,0.91,1.0
papertoolkit.csv,1.16,0.82,0.84,0.82,0.84,0.78,0.84,0.85,0.7,0.81,0.83,0.77,0.18,0.74,0.9,0.67,0.84
rohxel.csv,0.35,0.77,0.61,0.89,0.8,0.72,0.45,0.74,0.85,0.91,0.88,0.73,1.0,0.96,0.93,0.94,0.95
sevenupdate.csv,1.0,0.29,1.0,1.0,0.96,1.0,1.0,1.0,0.9,0.83,0.99,1.0,0.9,0.93,1.0,0.9,1.0
web-cat.csv,0.89,0.58,0.97,1.0,0.89,0.83,0.91,0.93,0.9,0.85,0.85,1.0,0.83,0.82,0.8,0.87,0.33
xcf.csv,1.2,0.68,0.63,0.67,0.65,0.61,0.7,0.8,0.57,0.68,0.69,0.36,0.68,0.58,0.66,0.38,0.75
