,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,1.0,0.73,0.57,0.86,0.46,0.67,0.59,0.77,0.73,0.95,0.68,0.82,0.67,0.59,0.58,0.81,0.42
encog-cs.csv,1.0,0.71,0.72,0.75,0.82,0.93,0.92,0.89,0.76,0.36,0.95,0.7,0.67,0.8,0.83,0.78,0.68
extprosys.csv,1.0,0.82,0.68,0.88,0.86,0.77,0.36,0.69,0.71,0.77,0.82,0.46,0.33,0.88,0.89,0.78,0.47
ibatisdb.csv,0.0,0.27,0.4,0.34,0.36,0.4,0.28,0.31,0.44,0.45,0.63,0.2,0.33,0.1,0.78,0.34,0.42
intact.csv,0.0,0.65,0.4,0.62,0.68,0.63,0.23,0.3,0.52,0.86,0.87,0.38,0.67,0.8,0.28,0.5,0.26
japano.csv,0.0,0.96,0.89,0.89,0.86,0.83,0.95,0.78,0.92,0.73,0.82,0.68,1.0,0.87,0.75,0.81,0.79
lockss.csv,1.0,0.35,0.26,0.09,0.36,0.03,0.28,0.4,0.12,0.55,0.66,0.06,0.67,0.34,0.36,0.47,0.21
ofbiz.csv,0.0,0.88,0.98,0.67,0.68,0.83,0.79,0.46,0.64,0.23,0.89,0.69,1.0,0.76,0.86,0.62,0.79
officefloor.csv,1.0,0.18,0.3,0.46,0.25,0.43,0.03,0.42,0.45,0.23,0.68,0.59,0.0,0.23,0.53,0.28,0.53
opennms.csv,1.0,0.33,0.06,0.1,0.68,0.1,0.56,0.04,0.15,0.5,0.08,0.09,0.67,0.44,0.06,0.16,0.0
papertoolkit.csv,0.0,0.18,0.17,0.3,0.18,0.23,0.18,0.18,0.32,0.23,0.53,0.23,1.0,0.3,0.11,0.47,0.21
rohxel.csv,1.0,0.31,0.51,0.13,0.21,0.3,0.64,0.26,0.15,0.09,0.16,0.27,0.0,0.04,0.08,0.06,0.05
sevenupdate.csv,1.0,0.71,1.0,1.0,0.75,1.0,1.0,1.0,0.92,0.41,0.97,0.93,1.0,0.88,1.0,0.97,1.0
web-cat.csv,1.0,0.45,0.98,0.91,0.86,0.83,0.9,0.73,0.91,0.86,0.89,0.93,1.0,0.88,0.97,0.91,0.74
xcf.csv,0.0,0.41,0.55,0.8,0.57,0.5,0.72,0.56,0.65,0.45,0.84,0.64,0.33,0.52,0.92,0.81,0.89
