,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.52,0.48,0.47,0.22,0.69
minig.csv,0.49,0.4,0.66,0.24,0.0
ossbuild.csv,0.27,0.61,0.46,0.47,0.37
rezilla.csv,0.67,0.31,0.44,0.14,0.08
webdriver.csv,0.19,0.76,0.42,0.05,0.46
