,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.6,0.5,0.5,0.32,0.73
minig.csv,0.09,0.42,0.72,0.33,0.0
ossbuild.csv,0.25,0.62,0.51,0.78,0.31
rezilla.csv,0.75,0.28,0.4,0.36,0.05
webdriver.csv,0.19,0.78,0.51,0.04,0.52
