,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,1.0,0.53,1.0,1.0,0.54,0.77,0.91,1.0,0.63,0.8,0.39,1.0
fityk.csv,0.65,0.64,0.89,0.8,0.69,0.93,0.54,0.78,0.48,0.65,0.91,0.71
hatari.csv,0.42,0.8,0.88,0.7,0.8,0.76,0.74,0.97,0.65,0.93,0.68,0.81
lmms.csv,0.5,0.58,0.69,0.49,0.73,0.77,0.68,0.55,0.78,0.72,0.93,0.6
mecat.csv,0.8,0.92,0.71,0.89,0.77,0.96,1.0,1.0,0.89,0.12,1.0,0.92
nullc.csv,0.63,0.3,0.99,0.6,0.94,0.83,0.92,0.82,0.61,0.72,0.59,0.58
oscarmcmaster.csv,0.56,0.66,0.37,0.53,0.67,0.83,0.47,0.73,0.65,0.48,0.85,0.54
superwaba.csv,0.52,0.63,0.4,0.73,0.69,0.7,0.52,0.81,0.6,0.8,0.95,0.65
tycho.csv,0.54,0.58,0.49,0.58,0.64,0.73,0.78,0.36,0.7,0.71,0.95,0.63
vienna-add-in.csv,0.72,0.57,0.89,0.74,0.76,0.47,0.92,0.64,0.77,1.04,1.03,0.67
voms.csv,0.53,0.66,0.84,0.59,0.73,0.75,0.2,0.63,0.51,0.59,0.9,0.6
wsmt.csv,0.94,0.9,0.61,0.92,0.87,0.82,1.0,0.74,1.0,1.03,0.28,0.74
