,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,1.0,0.72,0.0,0.0,0.55,0.64,1.0,1.0,0.57,1.0,0.86,0.0
fityk.csv,0.59,0.36,0.92,0.67,0.59,0.7,0.56,0.77,0.68,1.0,0.63,0.53
hatari.csv,0.69,0.42,0.88,0.75,0.86,0.58,0.89,0.03,0.5,1.0,0.57,0.6
lmms.csv,0.52,0.64,0.36,0.66,0.36,0.49,0.89,0.51,0.61,1.0,0.29,0.66
mecat.csv,0.21,0.08,0.3,0.11,0.27,0.04,0.0,0.0,0.11,1.0,0.0,0.09
nullc.csv,0.66,0.7,0.96,0.72,0.91,0.94,0.78,1.0,0.66,1.0,0.46,0.68
oscarmcmaster.csv,0.55,0.34,0.74,0.67,0.45,0.43,0.67,0.83,0.5,0.67,0.4,0.55
superwaba.csv,0.52,0.4,0.7,0.31,0.36,0.39,0.56,0.2,0.52,1.0,0.49,0.4
tycho.csv,0.52,0.42,0.64,0.47,0.45,0.3,0.22,0.71,0.32,0.33,0.06,0.38
vienna-add-in.csv,0.79,0.66,0.66,0.6,0.77,0.73,1.0,0.71,0.64,0.33,0.0,0.43
voms.csv,0.59,0.34,0.9,0.51,0.32,0.48,0.89,0.74,0.57,0.67,0.14,0.74
wsmt.csv,0.07,0.14,0.52,0.08,0.14,0.52,0.0,0.26,0.0,0.0,0.77,0.51
