,f1,g,recall,precision,pf,wins
etherboot.csv,0.54,0.43000000000000005,0.6799999999999999,0.42500000000000004,0.45,4
fityk.csv,0.53,0.53,0.65,0.48,0.605,3
hatari.csv,0.53,0.52,0.645,0.605,0.645,5
lmms.csv,0.47500000000000003,0.55,0.565,0.535,0.47,6
mecat.csv,0.175,0.12,0.1,0.51,0.025,1
nullc.csv,0.56,0.565,0.75,0.55,0.625,9
oscarmcmaster.csv,0.505,0.57,0.55,0.58,0.37,10
superwaba.csv,0.44,0.445,0.445,0.635,0.27,8
tycho.csv,0.445,0.45499999999999996,0.4,0.565,0.20500000000000002,7
vienna-add-in.csv,0.51,0.535,0.66,0.39,0.65,2
voms.csv,0.535,0.5700000000000001,0.58,0.505,0.33,11
wsmt.csv,0.22,0.17,0.14,0.43,0.14,0
