,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.42,0.49,0.0,0.0,0.63,0.38,0.55,0.4,0.51,0.37,0.49,0.0
fityk.csv,0.49,0.56,0.42,0.42,0.49,0.48,0.56,0.48,0.37,0.38,0.38,0.45
hatari.csv,0.57,0.59,0.4,0.47,0.45,0.45,0.55,0.0,0.58,0.32,0.53,0.41
lmms.csv,0.55,0.46,0.66,0.45,0.53,0.37,0.5,0.4,0.45,0.33,0.46,0.43
mecat.csv,0.88,0.75,0.83,0.94,0.57,0.75,0.0,0.0,0.8,0.9,0.0,0.9
nullc.csv,0.58,0.51,0.42,0.47,0.44,0.45,0.59,0.43,0.42,0.41,0.83,0.63
oscarmcmaster.csv,0.57,0.53,0.51,0.44,0.56,0.41,0.5,0.41,0.42,0.48,0.41,0.53
superwaba.csv,0.45,0.41,0.42,0.5,0.48,0.46,0.48,0.7,0.39,0.33,0.37,0.51
tycho.csv,0.67,0.62,0.63,0.57,0.6,0.79,0.8,0.55,0.82,0.87,0.75,0.98
vienna-add-in.csv,0.54,0.61,0.51,0.62,0.52,0.6,0.56,0.56,0.49,0.41,0.86,0.77
voms.csv,0.55,0.59,0.45,0.48,0.65,0.45,0.79,0.55,0.45,0.48,0.77,0.46
wsmt.csv,0.83,0.9,0.67,0.93,0.86,0.6,0.0,0.89,0.5,0.94,0.66,0.57
