,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.0,0.68,0.0,0.0,0.57,0.53,0.33,0.0,0.57,0.56,0.8,0.0
fityk.csv,0.57,0.41,0.37,0.52,0.55,0.36,0.58,0.54,0.67,0.73,0.41,0.51
hatari.csv,0.7,0.43,0.41,0.6,0.53,0.52,0.61,0.04,0.52,0.27,0.55,0.5
lmms.csv,0.56,0.62,0.4,0.66,0.39,0.47,0.66,0.54,0.52,0.66,0.31,0.62
mecat.csv,0.25,0.1,0.35,0.13,0.31,0.05,0.0,0.0,0.13,0.97,0.0,0.11
nullc.csv,0.61,0.74,0.05,0.65,0.27,0.49,0.35,0.52,0.62,0.66,0.5,0.64
oscarmcmaster.csv,0.57,0.39,0.74,0.65,0.47,0.42,0.67,0.6,0.52,0.67,0.4,0.57
superwaba.csv,0.56,0.45,0.71,0.35,0.4,0.42,0.59,0.24,0.54,0.56,0.38,0.44
tycho.csv,0.55,0.48,0.64,0.51,0.48,0.34,0.26,0.72,0.37,0.37,0.07,0.43
vienna-add-in.csv,0.6,0.63,0.42,0.54,0.57,0.7,0.3,0.63,0.53,0.29,0.0,0.46
voms.csv,0.6,0.39,0.47,0.54,0.36,0.48,0.88,0.65,0.6,0.63,0.17,0.66
wsmt.csv,0.09,0.17,0.54,0.1,0.17,0.47,0.0,0.31,0.0,0.0,0.78,0.5
