,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.47,0.79,0.82,0.81,0.85,0.77,0.41,0.7,0.33,0.49,0.52,0.75,0.33,0.52,0.64,0.67,0.68,0.57,0.77,0.67
amygdala.csv,0.61,0.99,0.84,0.98,0.99,0.84,0.56,0.83,0.88,0.76,0.77,0.42,0.81,0.63,0.78,0.98,0.69,0.61,0.97,1.0
awemud.csv,0.5,0.41,0.77,0.94,0.81,0.77,0.65,0.81,0.46,1.0,0.8,0.49,0.42,0.55,0.79,0.82,0.68,0.65,0.81,0.49
bullet.csv,0.78,0.77,0.72,0.54,0.72,0.47,0.78,0.89,0.83,1.0,0.87,0.76,0.69,0.72,0.79,0.62,0.8,0.81,0.66,0.59
customwars.csv,0.52,0.71,0.88,0.8,0.87,0.63,0.6,0.8,0.3,1.0,0.62,0.73,0.38,0.66,0.79,0.53,0.73,0.8,0.82,0.58
dvd-create.csv,0.68,0.69,0.68,1.08,0.23,0.44,0.92,0.7,0.78,1.0,0.88,0.5,0.94,0.68,0.67,0.81,0.81,0.99,0.62,0.66
gbif-indexingtoolkit.csv,0.7,0.76,0.89,0.96,0.96,0.83,0.78,0.35,0.92,1.0,0.87,0.84,0.66,0.78,0.68,0.87,0.76,0.86,0.75,0.89
go.csv,0.72,0.35,0.6,0.87,0.55,0.57,0.45,0.86,0.49,1.0,0.85,0.6,0.59,0.54,0.69,0.58,0.71,0.22,0.56,0.5
growl-for-windows.csv,0.44,1.0,0.79,1.0,1.0,0.97,0.52,0.75,1.0,1.0,0.98,0.53,1.0,0.61,0.69,0.91,0.66,0.42,1.0,0.82
gss.csv,0.6,0.71,0.7,0.58,0.39,0.68,0.58,0.8,0.46,1.0,0.85,0.63,0.7,0.88,0.96,0.37,0.68,0.91,0.64,0.55
kwave.csv,0.63,1.0,0.5,1.0,1.0,0.63,0.73,0.78,0.68,0.69,0.9,0.79,0.84,0.78,0.89,0.48,0.73,0.92,1.0,1.0
libarchive.csv,0.53,0.98,0.65,1.09,0.63,0.6,0.57,0.9,0.43,0.83,0.93,0.52,0.49,0.88,0.96,0.58,0.83,0.88,0.56,0.45
linux-ntfs.csv,0.63,0.78,0.93,0.4,0.6,0.6,0.72,0.63,0.84,0.8,0.71,0.66,0.7,0.71,0.86,0.61,0.47,0.98,0.64,0.51
lsb.csv,0.5,0.81,0.93,0.3,0.84,0.56,0.58,0.57,0.38,1.0,0.91,0.93,0.41,0.63,0.8,0.85,0.73,0.81,0.69,0.55
mpgravity.csv,0.81,0.49,0.8,0.93,0.79,0.71,0.9,0.94,1.0,0.24,1.0,0.83,1.0,0.76,0.86,1.0,0.9,0.73,0.57,0.81
nativeclient.csv,0.57,0.44,0.57,0.93,0.57,0.64,0.54,0.77,0.38,0.66,0.56,0.62,0.44,0.48,0.78,0.55,0.73,0.8,0.45,0.57
qcad2.csv,0.58,0.55,0.63,0.89,0.56,0.71,0.4,0.72,0.55,0.39,0.78,0.85,0.4,0.7,0.74,0.86,0.76,0.56,0.67,0.54
qtwin.csv,0.93,1.0,1.0,1.0,1.0,0.97,0.92,0.69,0.09,0.84,0.78,0.92,0.86,0.63,0.73,0.83,0.69,0.95,0.93,1.0
roller.csv,0.66,0.68,0.83,0.96,1.0,0.92,0.84,0.77,1.02,0.48,0.67,0.92,0.94,0.34,0.79,0.91,0.94,0.73,0.79,1.0
xinity.csv,0.91,1.0,0.6,1.09,0.91,0.76,0.84,0.81,1.08,1.0,0.72,0.81,0.93,0.77,0.48,0.92,0.88,0.71,0.98,1.01
