,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.38,0.84,0.86,0.67,0.92,0.57,0.41,0.41,0.56,0.31,0.4,0.6,0.42,0.46,0.34,0.64,0.35,0.78,0.77,0.69
amygdala.csv,0.4,0.0,0.79,0.8,0.0,0.72,0.49,0.49,0.77,0.33,0.71,0.46,0.98,0.69,0.78,0.58,0.41,0.93,0.8,0.0
awemud.csv,0.39,0.41,0.5,0.8,0.36,0.72,0.45,0.34,0.51,0.0,0.34,0.45,0.55,0.36,0.38,0.8,0.32,0.5,0.75,0.52
bullet.csv,0.73,0.45,0.47,0.75,0.61,0.37,0.77,0.53,0.99,0.67,0.7,0.55,0.47,0.59,0.38,0.38,0.83,0.41,0.54,0.52
customwars.csv,0.37,0.57,0.41,0.89,0.93,0.39,0.46,0.45,0.49,0.0,0.51,0.47,0.42,0.46,0.29,0.43,0.53,0.5,0.66,0.5
dvd-create.csv,0.46,0.43,0.5,0.67,0.43,0.45,0.46,0.38,0.49,0.0,0.35,0.44,0.55,0.36,0.36,0.35,0.4,0.36,0.54,0.54
gbif-indexingtoolkit.csv,0.43,0.49,0.47,0.57,0.41,0.6,0.5,0.67,0.5,0.0,0.36,0.45,0.55,0.65,0.54,0.38,0.46,0.5,0.58,0.46
go.csv,0.45,0.44,0.44,0.75,0.41,0.4,0.43,0.35,0.52,0.0,0.33,0.47,0.64,0.42,0.33,0.39,0.37,0.56,0.53,0.51
growl-for-windows.csv,0.36,0.0,0.53,0.0,0.0,0.5,0.39,0.4,0.0,0.0,0.33,0.38,0.0,0.57,0.38,0.33,0.58,0.68,0.0,0.89
gss.csv,0.35,0.4,0.37,0.71,0.37,0.33,0.43,0.35,0.46,0.0,0.33,0.38,0.42,0.33,0.29,0.39,0.29,0.32,0.43,0.44
kwave.csv,0.42,0.4,0.77,0.55,0.39,0.47,0.47,0.34,0.58,0.82,0.32,0.49,0.44,0.32,0.29,0.4,0.42,0.32,0.49,0.44
libarchive.csv,0.37,0.39,0.44,0.62,0.36,0.3,0.43,0.31,0.45,0.33,0.33,0.43,0.38,0.33,0.29,0.53,0.33,0.34,0.4,0.44
linux-ntfs.csv,0.4,0.43,0.42,0.55,0.37,0.35,0.6,0.43,0.99,0.43,0.38,0.44,0.44,0.39,0.3,0.34,0.47,0.35,0.49,0.46
lsb.csv,0.32,0.43,0.42,0.55,0.41,0.41,0.44,0.48,0.54,0.0,0.35,0.44,0.48,0.47,0.32,0.33,0.38,0.5,0.61,0.56
mpgravity.csv,0.4,0.41,0.4,0.58,0.39,0.36,0.46,0.36,0.0,0.53,0.33,0.41,0.0,0.35,0.32,0.32,0.36,0.46,0.51,0.45
nativeclient.csv,0.4,0.44,0.52,0.92,0.49,0.47,0.43,0.38,0.58,0.39,0.46,0.53,0.4,0.42,0.36,0.45,0.36,0.56,0.57,0.5
qcad2.csv,0.44,0.56,0.91,0.62,0.53,0.46,0.51,0.45,0.62,0.5,0.39,0.89,0.61,0.45,0.34,0.34,0.39,0.69,0.49,0.51
qtwin.csv,0.88,0.0,0.0,0.0,0.0,0.83,0.86,0.58,1.0,0.86,0.68,0.75,0.98,0.65,0.7,0.83,0.53,0.67,0.93,0.0
roller.csv,0.45,0.43,0.47,0.62,0.4,0.43,0.48,0.34,0.54,0.54,0.36,0.44,0.46,0.44,0.31,0.32,0.41,0.46,0.61,0.44
xinity.csv,0.91,0.42,0.94,0.62,0.47,0.76,0.77,0.52,0.68,0.38,0.65,0.89,0.47,0.68,0.4,0.37,0.65,0.62,0.52,0.49
