,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.49,0.2,0.07,0.75,0.47,0.06,0.38
firebird.csv,0.32,0.58,0.81,0.73,0.48,0.53,0.73
kmatplot.csv,0.78,0.02,0.0,0.75,0.44,0.4,0.36
mscore.csv,0.69,0.64,0.69,0.67,0.69,0.69,0.58
openmalaria.csv,0.71,0.63,0.71,0.71,0.71,0.78,0.67
popeye-chess.csv,0.56,0.53,0.68,0.35,0.66,0.56,0.59
riff-evolve.csv,0.68,0.47,0.68,0.72,0.43,0.41,0.68
