,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.99,0.52,0.63,0.87,0.75,0.67,0.74,0.76,0.61,0.69,0.62,1.09,0.71,0.78,0.59,0.72,0.02,0.65,1.14
fityk.csv,0.73,0.52,1.08,0.59,0.83,0.69,0.68,0.83,0.45,0.67,0.84,1.23,0.67,0.61,0.74,0.02,0.67,0.79,1.17
ivataopenportal.csv,0.45,0.52,0.74,0.7,0.87,0.02,0.55,0.77,0.68,0.85,0.58,1.06,0.54,0.88,0.67,0.85,0.81,0.81,1.21
lcfizvtop.csv,1.07,0.62,0.73,0.45,0.85,0.79,0.63,0.78,0.74,0.84,0.0,1.01,0.84,0.9,0.78,0.9,0.77,0.79,0.51
lite.csv,0.43,0.88,0.81,0.76,0.92,0.89,0.98,0.8,0.94,0.82,1.0,1.01,1.0,0.68,0.13,0.96,0.94,0.86,1.01
onotoa.csv,0.72,0.85,0.49,0.86,0.72,0.88,0.83,0.03,0.73,0.78,0.86,1.11,0.64,0.5,0.81,0.79,0.77,0.76,0.66
openwbem.csv,0.67,0.03,1.06,0.85,0.78,0.72,0.88,0.89,0.79,0.83,0.71,0.59,0.58,0.78,0.71,0.66,0.63,0.59,0.51
orc.csv,0.97,0.98,1.0,0.12,0.78,0.7,0.9,0.77,1.0,0.71,1.0,1.01,0.91,0.98,0.89,0.95,0.7,0.89,1.0
plato.csv,0.93,0.88,1.01,0.91,0.89,0.9,0.0,0.91,0.93,0.71,0.83,0.88,0.9,0.93,0.8,0.74,0.83,0.95,1.29
rodin-b-sharp.csv,0.47,0.88,1.11,0.71,0.83,0.95,0.61,0.73,0.89,0.02,1.01,1.05,1.0,0.78,1.0,0.89,0.68,0.91,0.03
ta3d.csv,0.83,0.66,0.36,1.0,0.89,0.75,0.81,0.83,0.75,0.89,0.96,0.85,0.86,0.82,0.78,0.91,0.76,0.03,0.83
tycho.csv,0.52,0.58,0.52,0.66,0.69,0.74,0.85,0.75,0.75,0.68,0.74,0.49,0.06,0.68,0.84,0.78,0.62,0.74,0.8
umber.csv,0.0,0.76,0.75,0.84,0.9,0.75,0.87,0.77,0.85,0.64,0.84,0.19,0.83,0.9,0.94,0.82,0.69,0.78,0.42
vienna-add-in.csv,0.64,0.88,1.0,0.95,0.03,0.94,0.91,0.69,0.95,0.9,0.98,0.95,0.96,0.69,0.67,0.95,0.82,0.76,0.97
wpdev.csv,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93,1.0,0.93,1.0,1.0,0.95,1.0,1.0
xcmetadataservicestoolkit.csv,0.69,0.8,1.02,0.75,0.66,0.79,0.61,0.68,0.78,0.53,0.91,0.83,0.77,0.0,1.02,0.77,0.88,0.66,1.24
yarp0.csv,0.81,0.78,0.84,0.47,0.8,0.65,0.71,0.65,0.12,0.76,0.72,1.0,0.8,0.93,0.66,0.84,0.69,0.94,1.1
