,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.69,0.66,0.46,0.58,0.61,0.77,0.66,0.43,0.56,0.47,0.53,0.72,0.52,0.61,0.62,0.67,0.53,0.71
aztec.csv,0.15,0.37,0.17,0.13,0.79,0.63,0.32,0.55,0.48,0.07,0.32,0.71,0.47,0.53,0.3,0.49,0.43,0.14
bibedt.csv,0.61,0.58,0.26,0.13,0.1,0.63,0.45,0.72,0.33,0.51,0.35,0.6,0.56,0.71,0.71,0.66,0.18,0.15
esmf.csv,0.67,0.48,0.43,0.62,0.38,0.65,0.49,0.51,0.55,0.09,0.5,0.42,0.46,0.31,0.26,0.37,0.79,0.31
irrlicht.csv,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jstock.csv,0.44,0.55,0.29,0.13,0.29,0.61,0.49,0.6,0.57,0.37,0.33,0.53,0.46,0.61,0.44,0.46,0.88,0.31
kowari.csv,0.62,0.22,0.41,0.45,0.05,0.55,0.46,0.59,0.72,0.33,0.44,0.45,0.42,0.4,0.05,0.35,0.63,0.39
lportal.csv,0.15,0.38,0.01,0.0,0.0,0.05,0.18,0.0,0.0,0.12,0.06,0.16,0.0,0.51,0.0,0.74,0.0,0.0
modellus.csv,0.66,0.66,0.31,0.13,0.29,0.59,0.59,0.24,0.6,0.53,0.52,0.78,0.73,0.62,0.35,0.74,0.36,0.42
open-data-kit.csv,0.28,0.46,0.36,0.49,0.53,0.63,0.64,0.72,0.64,0.39,0.61,0.72,0.75,0.56,0.54,0.63,0.81,0.44
pentahoanalysistool.csv,0.39,0.78,0.36,0.56,0.0,0.29,0.32,0.12,0.0,0.44,0.24,0.56,0.47,0.33,0.13,0.55,0.35,0.51
phet.csv,0.36,0.22,0.69,0.28,0.2,0.44,0.18,0.35,0.0,0.28,0.4,0.3,0.34,0.11,0.19,0.01,0.45,0.38
qtractor.csv,0.69,0.69,0.35,0.36,0.76,0.69,0.64,0.45,0.6,0.6,0.62,0.74,0.65,0.68,0.63,0.75,0.5,0.39
roller.csv,0.55,0.48,0.38,0.72,0.13,0.69,0.64,0.21,0.05,0.6,0.59,0.62,0.75,0.71,0.49,0.69,0.59,0.31
sumatrapdf.csv,0.27,0.49,0.17,0.33,0.45,0.74,0.0,0.67,0.0,0.73,0.54,0.53,0.62,0.0,0.65,0.0,0.47,0.21
synergyspace.csv,0.38,0.6,0.38,0.7,0.05,0.25,0.69,0.12,0.48,0.71,0.16,0.51,0.38,0.22,0.02,0.52,0.48,0.69
ultimairis.csv,0.07,0.57,0.05,0.58,0.25,0.68,0.17,0.0,0.69,0.33,0.65,0.3,0.63,0.4,0.61,0.0,0.26,0.58
voms.csv,0.63,0.65,0.53,0.88,0.1,0.47,0.24,0.12,0.24,0.76,0.42,0.63,0.44,0.59,0.27,0.05,0.27,0.46
