,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.48,0.61,0.83,0.83,0.68,0.8,0.76,0.75,0.38,0.77,0.67,0.81,0.07,0.53,0.65,0.7,0.83,0.57,0.82,0.66
amygdala.csv,0.73,0.67,0.64,0.85,0.87,0.74,0.69,0.96,0.59,0.66,0.8,0.03,0.74,0.51,0.73,0.83,0.72,0.75,0.73,0.65
awemud.csv,0.0,0.6,0.87,0.96,0.55,0.66,0.51,0.73,0.53,1.0,0.74,0.67,0.38,0.56,0.68,0.75,0.73,0.78,0.76,0.57
bullet.csv,0.81,0.61,0.81,0.82,0.61,0.04,0.68,0.64,0.63,0.64,0.77,0.75,0.6,0.72,0.72,0.83,0.72,0.93,0.64,0.62
customwars.csv,0.78,0.84,0.87,0.74,0.84,0.84,0.79,0.5,1.0,0.83,0.12,0.89,0.54,0.76,0.7,0.81,0.54,0.48,0.77,0.7
dvd-create.csv,0.78,0.85,0.67,0.9,0.06,0.75,0.79,0.57,0.7,0.76,0.82,0.74,0.91,0.68,0.62,0.42,0.8,0.86,0.59,0.62
gbif-indexingtoolkit.csv,0.81,0.89,0.75,0.92,0.88,0.88,0.9,0.09,0.73,1.0,0.66,0.92,0.76,0.92,0.91,0.88,0.73,0.67,0.83,0.9
go.csv,0.69,0.03,0.73,0.63,0.63,0.6,0.65,0.84,0.58,1.0,0.82,0.62,0.54,0.53,0.69,0.68,0.78,0.6,0.62,0.58
growl-for-windows.csv,0.55,0.62,0.88,0.72,0.52,0.69,0.57,0.71,0.23,0.43,0.62,0.6,0.65,0.75,0.81,0.58,0.63,0.0,0.72,0.54
gss.csv,0.5,0.75,0.71,0.49,0.7,0.73,0.55,0.7,0.61,1.0,0.68,0.85,0.62,0.67,0.8,0.03,0.47,0.73,0.63,0.45
kwave.csv,0.63,0.71,0.0,0.8,0.57,0.69,0.65,0.71,0.58,0.84,0.71,0.67,0.65,0.61,0.84,0.64,0.79,0.83,0.63,0.75
libarchive.csv,0.49,0.47,0.69,0.78,0.75,0.6,0.48,0.65,0.41,0.57,0.6,0.62,0.42,0.62,0.73,0.65,0.54,0.48,0.67,0.1
linux-ntfs.csv,0.7,0.8,0.88,0.81,0.91,0.65,0.66,0.45,0.51,0.87,0.55,0.83,0.69,0.66,0.75,0.68,0.0,0.6,0.74,0.6
lsb.csv,0.84,0.8,0.83,0.24,0.71,0.81,0.96,0.88,0.52,1.0,0.93,0.74,0.72,0.89,0.89,0.8,0.76,0.89,0.74,0.46
mpgravity.csv,0.72,0.77,0.98,0.73,0.83,0.74,0.65,0.78,0.69,0.0,0.63,0.85,0.54,0.7,0.73,0.75,0.42,0.3,0.71,0.52
nativeclient.csv,0.74,0.43,0.56,0.67,0.62,0.56,0.51,0.59,0.37,0.51,0.78,0.63,0.48,0.57,0.67,0.74,0.57,0.84,0.03,0.53
qcad2.csv,0.74,0.81,0.67,0.52,0.72,0.7,0.04,0.68,0.68,0.89,0.61,0.9,0.54,0.72,0.72,0.42,0.51,0.81,0.84,0.74
qtwin.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0
roller.csv,0.63,0.45,0.88,0.96,0.61,0.7,0.51,0.62,0.63,0.55,0.57,0.66,0.73,0.04,0.63,0.58,0.71,0.8,0.71,0.57
xinity.csv,0.82,0.56,0.72,0.78,0.55,0.62,0.74,0.77,0.68,1.0,0.78,0.66,0.85,0.81,0.04,0.86,0.76,0.82,0.61,0.66
