,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.88,0.91,0.25,0.18,0.96,0.88,0.46,0.16,0.01,0.27,0.19,0.57,1.0,0.75,0.65,1.0,0.5,0.89,0.84,0.81
amygdala.csv,0.72,0.84,0.29,0.28,0.83,0.75,0.37,0.12,0.0,0.26,0.12,1.0,0.34,0.71,0.64,0.52,0.47,0.64,0.63,0.64
awemud.csv,1.0,0.71,0.14,0.11,0.89,0.81,0.46,0.17,0.0,0.0,0.16,0.57,0.52,0.69,0.63,0.58,0.47,0.62,0.7,0.61
bullet.csv,0.72,0.71,0.18,0.89,0.85,1.0,0.36,0.22,0.0,0.27,0.16,0.54,0.36,0.62,0.65,0.59,0.46,0.58,0.64,0.49
customwars.csv,0.86,0.57,0.14,0.31,0.73,0.68,0.42,0.35,0.0,1.0,1.0,0.42,0.38,0.65,0.65,0.53,0.68,0.95,0.56,0.49
dvd-create.csv,0.74,0.65,0.27,0.21,0.99,0.77,0.37,0.25,0.0,0.22,0.14,0.58,0.19,0.61,0.67,0.78,0.46,0.59,0.67,0.49
gbif-indexingtoolkit.csv,0.88,0.47,0.57,0.22,0.77,0.67,0.62,1.0,0.0,0.0,0.3,0.6,0.37,0.86,0.67,0.57,0.88,0.92,0.49,0.29
go.csv,0.74,1.0,0.22,0.39,0.84,0.82,0.41,0.16,0.0,0.0,0.16,0.58,0.39,0.7,0.65,0.62,0.49,0.75,0.66,0.51
growl-for-windows.csv,0.8,0.7,0.17,0.25,0.88,0.78,0.42,0.22,0.01,0.58,0.21,0.64,0.36,0.61,0.59,0.7,0.53,1.0,0.61,0.56
gss.csv,0.82,0.65,0.22,0.56,0.81,0.77,0.44,0.19,0.0,0.0,0.18,0.49,0.36,0.62,0.62,1.0,0.63,0.66,0.65,0.63
kwave.csv,0.78,0.68,1.0,0.25,0.86,0.81,0.37,0.2,0.0,0.4,0.15,0.56,0.33,0.73,0.52,0.92,0.42,0.58,0.65,0.45
libarchive.csv,0.86,0.8,0.27,0.59,0.87,0.86,0.53,0.22,0.01,0.35,0.19,0.59,0.48,0.73,0.61,0.71,0.68,0.81,0.76,1.0
linux-ntfs.csv,0.76,0.57,0.13,0.19,0.67,0.82,0.43,0.35,0.01,0.14,0.22,0.43,0.32,0.71,0.62,0.77,1.0,0.75,0.57,0.55
lsb.csv,0.74,0.67,0.2,0.94,0.82,0.78,0.34,0.17,0.0,0.0,0.16,0.55,0.35,0.59,0.62,0.64,0.49,0.69,0.61,0.58
mpgravity.csv,0.82,0.61,0.1,0.26,0.74,0.74,0.44,0.18,0.0,1.0,0.24,0.47,0.39,0.73,0.59,0.58,0.71,0.93,0.6,0.55
nativeclient.csv,0.73,0.86,0.36,0.41,0.91,0.89,0.46,0.24,0.01,0.33,0.13,0.58,0.43,0.68,0.64,0.64,0.57,0.58,1.0,0.54
qcad2.csv,0.77,0.65,0.32,0.37,0.82,0.88,1.0,0.25,0.01,0.13,0.22,0.35,0.39,0.88,0.62,0.83,0.65,0.6,0.55,0.47
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.76,0.81,0.22,0.16,0.85,0.88,0.45,0.22,0.0,0.4,0.21,0.56,0.28,0.97,0.67,0.7,0.49,0.61,0.74,0.51
xinity.csv,0.65,0.73,0.23,0.59,0.89,0.82,0.31,0.16,0.0,0.0,0.14,0.62,0.2,0.52,0.98,0.52,0.45,0.7,0.67,0.45
